"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3889 (1156255) [Krios G4]"
"06/20/2021","20:28:41.775","255.39"
"06/20/2021","20:28:48.471","255.54"
"06/20/2021","20:28:55.176","255.67"
"06/20/2021","20:29:01.870","255.8"
"06/20/2021","20:29:08.570","255.93"
"06/20/2021","20:29:15.270","256.06"
"06/20/2021","20:29:21.968","256.19"
"06/20/2021","20:29:28.689","256.31"
"06/20/2021","20:29:35.367","256.43"
"06/20/2021","20:29:42.067","256.56"
"06/20/2021","20:29:48.766","256.67"
"06/20/2021","20:29:55.467","256.79"
"06/20/2021","20:30:02.170","256.91"
"06/20/2021","20:30:08.866","257.02"
"06/20/2021","20:30:15.564","257.14"
"06/20/2021","20:30:22.264","257.25"
"06/20/2021","20:30:28.964","257.36"
"06/20/2021","20:30:35.684","257.48"
"06/20/2021","20:30:49.064","257.7"
"06/20/2021","20:30:55.763","257.8"
"06/20/2021","20:31:02.463","257.91"
"06/20/2021","20:31:09.167","258.02"
"06/20/2021","20:31:15.862","258.12"
"06/20/2021","20:31:22.561","258.23"
"06/20/2021","20:31:29.261","258.34"
"06/20/2021","20:31:35.961","258.44"
"06/20/2021","20:31:42.683","258.55"
"06/20/2021","20:31:56.060","258.76"
"06/20/2021","20:32:02.759","258.86"
"06/20/2021","20:32:16.160","259.06"
"06/20/2021","20:32:22.855","259.16"
"06/20/2021","20:32:29.556","259.27"
"06/20/2021","20:32:36.255","259.37"
"06/20/2021","20:32:42.955","259.47"
"06/20/2021","20:32:56.354","259.67"
"06/20/2021","20:33:09.753","259.88"
"06/20/2021","20:33:23.153","260.08"
"06/20/2021","20:33:29.850","260.18"
"06/20/2021","20:33:43.249","260.38"
"06/20/2021","20:33:49.948","260.48"
"06/20/2021","20:34:03.349","260.68"
"06/20/2021","20:34:16.747","260.88"
"06/20/2021","20:34:23.447","260.98"
"06/20/2021","20:34:30.152","261.09"
"06/20/2021","20:34:36.846","261.19"
"06/20/2021","20:34:43.551","261.3"
"06/20/2021","20:34:50.245","261.41"
"06/20/2021","20:35:03.649","261.62"
"06/20/2021","20:35:10.345","261.72"
"06/20/2021","20:35:23.743","261.93"
"06/20/2021","20:35:37.144","262.12"
"06/20/2021","20:35:43.843","262.23"
"06/20/2021","20:35:57.241","262.43"
"06/20/2021","20:36:10.646","262.62"
"06/20/2021","20:36:17.337","262.72"
"06/20/2021","20:36:30.736","262.92"
"06/20/2021","20:36:44.142","263.11"
"06/20/2021","20:36:57.550","263.3"
"06/20/2021","20:37:10.937","263.5"
"06/20/2021","20:37:24.338","263.69"
"06/20/2021","20:37:31.037","263.79"
"06/20/2021","20:37:44.435","263.99"
"06/20/2021","20:37:57.836","264.18"
"06/20/2021","20:38:11.233","264.38"
"06/20/2021","20:38:24.636","264.57"
"06/20/2021","20:38:31.332","264.67"
"06/20/2021","20:38:44.731","264.86"
"06/20/2021","20:38:51.431","264.97"
"06/20/2021","20:39:04.828","265.16"
"06/20/2021","20:39:18.228","265.35"
"06/20/2021","20:39:24.926","265.46"
"06/20/2021","20:39:38.326","265.66"
"06/20/2021","20:39:51.724","265.85"
"06/20/2021","20:40:05.129","266.05"
"06/20/2021","20:40:18.523","266.25"
"06/20/2021","20:40:25.222","266.35"
"06/20/2021","20:40:38.627","266.55"
"06/20/2021","20:40:52.021","266.75"
"06/20/2021","20:40:58.720","266.85"
"06/20/2021","20:41:12.123","267.05"
"06/20/2021","20:41:25.518","267.25"
"06/20/2021","20:41:32.218","267.35"
"06/20/2021","20:41:45.623","267.55"
"06/20/2021","20:41:59.016","267.76"
"06/20/2021","20:42:12.413","267.96"
"06/20/2021","20:42:19.120","268.06"
"06/20/2021","20:42:25.815","268.16"
"06/20/2021","20:42:39.217","268.36"
"06/20/2021","20:42:45.911","268.47"
"06/20/2021","20:42:59.311","268.66"
"06/20/2021","20:43:06.011","268.77"
"06/20/2021","20:43:12.714","268.87"
"06/20/2021","20:43:19.410","268.97"
"06/20/2021","20:43:32.809","269.17"
"06/20/2021","20:43:39.507","269.28"
"06/20/2021","20:43:46.211","269.38"
"06/20/2021","20:43:52.908","269.48"
"06/20/2021","20:44:06.305","269.69"
"06/20/2021","20:44:13.005","269.79"
"06/20/2021","20:44:26.404","269.99"
"06/20/2021","20:44:33.105","270.1"
"06/20/2021","20:44:46.503","270.31"
"06/20/2021","20:44:53.209","270.41"
"06/20/2021","20:45:06.603","270.61"
"06/20/2021","20:45:19.998","270.82"
"06/20/2021","20:45:26.709","270.92"
"06/20/2021","20:45:40.099","271.13"
"06/20/2021","20:45:46.798","271.23"
"06/20/2021","20:46:00.205","271.44"
"06/20/2021","20:46:06.898","271.54"
"06/20/2021","20:46:13.599","271.65"
"06/20/2021","20:46:20.297","271.75"
"06/20/2021","20:46:26.995","271.85"
"06/20/2021","20:46:33.703","271.96"
"06/20/2021","20:46:40.396","272.06"
"06/20/2021","20:46:47.097","272.17"
"06/20/2021","20:47:00.495","272.37"
"06/20/2021","20:47:07.200","272.48"
"06/20/2021","20:47:20.592","272.69"
"06/20/2021","20:47:27.294","272.79"
"06/20/2021","20:47:40.697","273"
"06/20/2021","20:47:47.391","273.1"
"06/20/2021","20:47:54.092","273.21"
"06/20/2021","20:48:00.791","273.31"
"06/20/2021","20:48:07.491","273.41"
"06/20/2021","20:48:14.192","273.52"
"06/20/2021","20:48:20.890","273.62"
"06/20/2021","20:48:27.591","273.73"
"06/20/2021","20:48:40.989","273.93"
"06/20/2021","20:48:47.692","274.04"
"06/20/2021","20:48:54.387","274.15"
"06/20/2021","20:49:01.086","274.25"
"06/20/2021","20:49:07.787","274.36"
"06/20/2021","20:49:21.190","274.57"
"06/20/2021","20:49:27.884","274.67"
"06/20/2021","20:49:41.283","274.88"
"06/20/2021","20:49:47.979","274.98"
"06/20/2021","20:49:54.688","275.09"
"06/20/2021","20:50:01.383","275.19"
"06/20/2021","20:50:08.084","275.3"
"06/20/2021","20:50:21.480","275.51"
"06/20/2021","20:50:28.183","275.62"
"06/20/2021","20:50:34.879","275.72"
"06/20/2021","20:50:48.279","275.93"
"06/20/2021","20:51:01.689","276.14"
"06/20/2021","20:51:08.378","276.24"
"06/20/2021","20:51:15.076","276.35"
"06/20/2021","20:51:21.785","276.46"
"06/20/2021","20:51:28.476","276.56"
"06/20/2021","20:51:35.179","276.66"
"06/20/2021","20:51:41.874","276.77"
"06/20/2021","20:51:48.575","276.87"
"06/20/2021","20:51:55.274","276.98"
"06/20/2021","20:52:01.973","277.09"
"06/20/2021","20:52:08.694","277.19"
"06/20/2021","20:52:15.372","277.3"
"06/20/2021","20:52:28.775","277.51"
"06/20/2021","20:52:35.470","277.62"
"06/20/2021","20:52:42.172","277.72"
"06/20/2021","20:52:48.868","277.83"
"06/20/2021","20:52:55.568","277.93"
"06/20/2021","20:53:02.269","278.04"
"06/20/2021","20:53:15.684","278.25"
"06/20/2021","20:53:22.365","278.36"
"06/20/2021","20:53:35.766","278.57"
"06/20/2021","20:53:42.465","278.67"
"06/20/2021","20:53:55.863","278.89"
"06/20/2021","20:54:02.566","278.99"
"06/20/2021","20:54:15.964","279.2"
"06/20/2021","20:54:22.683","279.3"
"06/20/2021","20:54:29.363","279.41"
"06/20/2021","20:54:42.763","279.61"
"06/20/2021","20:54:49.464","279.72"
"06/20/2021","20:54:56.165","279.83"
"06/20/2021","20:55:02.864","279.94"
"06/20/2021","20:55:09.564","280.04"
"06/20/2021","20:55:22.963","280.25"
"06/20/2021","20:55:29.690","280.35"
"06/20/2021","20:55:36.362","280.46"
"06/20/2021","20:55:43.061","280.56"
"06/20/2021","20:55:49.760","280.66"
"06/20/2021","20:55:56.461","280.77"
"06/20/2021","20:56:03.164","280.88"
"06/20/2021","20:56:09.860","280.98"
"06/20/2021","20:56:16.560","281.09"
"06/20/2021","20:56:23.258","281.19"
"06/20/2021","20:56:29.958","281.3"
"06/20/2021","20:56:43.358","281.51"
"06/20/2021","20:56:50.057","281.61"
"06/20/2021","20:57:03.456","281.83"
"06/20/2021","20:57:10.156","281.93"
"06/20/2021","20:57:16.853","282.04"
"06/20/2021","20:57:30.253","282.24"
"06/20/2021","20:57:36.952","282.35"
"06/20/2021","20:57:43.670","282.46"
"06/20/2021","20:57:50.350","282.56"
"06/20/2021","20:57:57.052","282.67"
"06/20/2021","20:58:10.451","282.88"
"06/20/2021","20:58:17.153","282.98"
"06/20/2021","20:58:30.553","283.19"
"06/20/2021","20:58:37.250","283.29"
"06/20/2021","20:58:43.947","283.41"
"06/20/2021","20:58:57.348","283.61"
"06/20/2021","20:59:04.046","283.72"
"06/20/2021","20:59:17.444","283.93"
"06/20/2021","20:59:30.845","284.14"
"06/20/2021","20:59:37.550","284.25"
"06/20/2021","20:59:44.244","284.35"
"06/20/2021","20:59:50.943","284.46"
"06/20/2021","20:59:57.656","284.56"
"06/20/2021","21:00:04.342","284.67"
"06/20/2021","21:00:11.042","284.78"
"06/20/2021","21:00:17.740","284.88"
"06/20/2021","21:00:24.442","284.99"
"06/20/2021","21:00:37.841","285.19"
"06/20/2021","21:00:44.548","285.31"
"06/20/2021","21:00:51.241","285.41"
"06/20/2021","21:00:57.940","285.52"
"06/20/2021","21:01:04.646","285.62"
"06/20/2021","21:01:11.339","285.72"
"06/20/2021","21:01:18.040","285.83"
"06/20/2021","21:01:24.738","285.94"
"06/20/2021","21:01:31.439","286.05"
"06/20/2021","21:01:44.837","286.25"
"06/20/2021","21:01:51.549","286.36"
"06/20/2021","21:01:58.235","286.47"
"06/20/2021","21:02:04.934","286.58"
"06/20/2021","21:02:11.641","286.68"
"06/20/2021","21:02:25.034","286.89"
"06/20/2021","21:02:31.733","286.99"
"06/20/2021","21:02:38.435","287.1"
"06/20/2021","21:02:45.137","287.21"
"06/20/2021","21:02:51.833","287.31"
"06/20/2021","21:02:58.542","287.42"
"06/20/2021","21:03:11.931","287.62"
"06/20/2021","21:03:18.636","287.74"
"06/20/2021","21:03:32.030","287.95"
"06/20/2021","21:03:38.727","288.05"
"06/20/2021","21:03:52.133","288.26"
"06/20/2021","21:03:58.826","288.37"
"06/20/2021","21:04:05.536","288.48"
"06/20/2021","21:04:18.925","288.68"
"06/20/2021","21:04:25.629","288.8"
"06/20/2021","21:04:39.025","289.01"
"06/20/2021","21:04:45.726","289.11"
"06/20/2021","21:04:59.121","289.32"
"06/20/2021","21:05:05.821","289.43"
"06/20/2021","21:05:12.521","289.54"
"06/20/2021","21:05:25.920","289.74"
"06/20/2021","21:05:32.620","289.85"
"06/20/2021","21:05:39.319","289.96"
"06/20/2021","21:05:46.021","290.07"
"06/20/2021","21:05:52.725","290.17"
"06/20/2021","21:06:06.117","290.38"
"06/20/2021","21:06:12.818","290.49"
"06/20/2021","21:06:19.516","290.6"
"06/20/2021","21:06:32.917","290.8"
"06/20/2021","21:06:39.617","290.91"
"06/20/2021","21:06:46.317","291.02"
"06/20/2021","21:06:53.018","291.12"
"06/20/2021","21:06:59.724","291.23"
"06/20/2021","21:07:13.116","291.44"
"06/20/2021","21:07:19.815","291.55"
"06/20/2021","21:07:33.222","291.76"
"06/20/2021","21:07:39.914","291.87"
"06/20/2021","21:07:46.613","291.98"
"06/20/2021","21:08:00.012","292.18"
"06/20/2021","21:08:06.718","292.29"
"06/20/2021","21:08:20.110","292.5"
"06/20/2021","21:08:26.811","292.61"
"06/20/2021","21:08:40.218","292.82"
"06/20/2021","21:08:46.909","292.92"
"06/20/2021","21:08:53.608","293.04"
"06/20/2021","21:09:07.006","293.24"
"06/20/2021","21:09:13.710","293.35"
"06/20/2021","21:09:20.404","293.46"
"06/20/2021","21:09:27.105","293.57"
"06/20/2021","21:09:33.804","293.67"
"06/20/2021","21:09:47.203","293.88"
"06/20/2021","21:09:53.903","293.99"
"06/20/2021","21:10:00.601","294.1"
"06/20/2021","21:10:13.999","294.3"
"06/20/2021","21:10:20.706","294.41"
"06/20/2021","21:10:27.396","294.52"
"06/20/2021","21:10:34.100","294.63"
"06/20/2021","21:10:40.799","294.73"
"06/20/2021","21:10:54.200","294.94"
"06/20/2021","21:11:00.897","295.05"
"06/20/2021","21:11:07.598","295.16"
"06/20/2021","21:11:20.996","295.36"
"06/20/2021","21:11:27.698","295.47"
"06/20/2021","21:11:34.393","295.58"
"06/20/2021","21:11:41.095","295.68"
"06/20/2021","21:11:47.792","295.79"
"06/20/2021","21:12:01.195","296"
"06/20/2021","21:12:07.891","296.1"
"06/20/2021","21:12:14.592","296.21"
"06/20/2021","21:12:21.291","296.32"
"06/20/2021","21:12:27.990","296.42"
"06/20/2021","21:12:34.693","296.53"
"06/20/2021","21:12:41.391","296.63"
"06/20/2021","21:12:48.089","296.74"
"06/20/2021","21:12:54.788","296.85"
"06/20/2021","21:13:08.191","297.06"
"06/20/2021","21:13:14.886","297.16"
"06/20/2021","21:13:21.586","297.27"
"06/20/2021","21:13:28.285","297.38"
"06/20/2021","21:13:34.987","297.48"
"06/20/2021","21:13:41.689","297.59"
"06/20/2021","21:13:48.384","297.69"
"06/20/2021","21:13:55.083","297.79"
"06/20/2021","21:14:01.786","297.9"
"06/20/2021","21:14:08.484","298.01"
"06/20/2021","21:14:15.187","298.12"
"06/20/2021","21:14:21.882","298.22"
"06/20/2021","21:14:35.281","298.43"
"06/20/2021","21:14:41.982","298.54"
"06/20/2021","21:14:48.685","298.65"
"06/20/2021","21:14:55.381","298.75"
"06/20/2021","21:15:02.082","298.85"
"06/20/2021","21:15:08.787","298.96"
"06/20/2021","21:15:15.479","299.06"
"06/20/2021","21:15:22.182","299.17"
"06/20/2021","21:15:35.579","299.37"
"06/20/2021","21:15:42.279","299.48"
"06/20/2021","21:15:55.686","299.69"
"06/20/2021","21:16:02.377","299.79"
"06/20/2021","21:16:15.782","300"
"06/20/2021","21:16:22.474","300.1"
"06/20/2021","21:16:29.179","300.21"
"06/20/2021","21:16:35.873","300.31"
"06/20/2021","21:16:42.574","300.41"
"06/20/2021","21:16:49.272","300.52"
"06/20/2021","21:16:55.972","300.62"
"06/20/2021","21:17:09.371","300.81"
"06/20/2021","21:17:16.069","300.91"
"06/20/2021","21:17:29.468","301.09"
"06/20/2021","21:17:42.868","301.26"
"06/20/2021","21:17:56.267","301.42"
"06/20/2021","21:18:09.684","301.57"
"06/20/2021","21:18:23.066","301.7"
"06/20/2021","21:18:36.463","301.82"
"06/20/2021","21:18:49.862","301.92"
"06/20/2021","21:19:09.960","302.05"
"06/20/2021","21:19:30.059","302.16"
"06/20/2021","21:20:03.555","302.27"
"06/20/2021","21:22:34.291","302.16"
"06/20/2021","21:23:07.788","302.06"
"06/20/2021","21:23:41.284","301.94"
"06/20/2021","21:24:08.084","301.84"
"06/20/2021","21:24:34.880","301.73"
"06/20/2021","21:25:01.688","301.62"
"06/20/2021","21:25:28.475","301.51"
"06/20/2021","21:25:55.275","301.39"
"06/20/2021","21:26:22.073","301.27"
"06/20/2021","21:26:48.870","301.16"
"06/20/2021","21:27:15.678","301.05"
"06/20/2021","21:27:42.466","300.93"
"06/20/2021","21:28:09.263","300.82"
"06/20/2021","21:28:36.063","300.71"
"06/20/2021","21:29:02.859","300.6"
"06/20/2021","21:29:29.663","300.49"
"06/20/2021","21:29:56.455","300.38"
"06/20/2021","21:30:23.251","300.28"
"06/20/2021","21:30:56.748","300.15"
"06/20/2021","21:31:30.246","300.02"
"06/20/2021","21:32:03.744","299.9"
"06/20/2021","21:32:37.244","299.78"
"06/20/2021","21:33:10.741","299.67"
"06/20/2021","21:33:44.240","299.56"
"06/20/2021","21:34:17.737","299.45"
"06/20/2021","21:34:51.237","299.34"
"06/20/2021","21:35:31.426","299.22"
"06/20/2021","21:36:04.924","299.11"
"06/20/2021","21:36:45.121","299"
"06/20/2021","21:37:25.317","298.89"
"06/20/2021","21:38:05.514","298.78"
"06/20/2021","21:38:45.715","298.67"
"06/20/2021","21:39:25.908","298.57"
"06/20/2021","21:40:12.805","298.45"
"06/20/2021","21:40:59.702","298.34"
"06/20/2021","21:41:46.596","298.23"
"06/20/2021","21:42:33.493","298.13"
"06/20/2021","21:43:20.389","298.03"
"06/20/2021","21:44:13.983","297.92"
"06/20/2021","21:45:07.580","297.82"
"06/20/2021","21:46:07.875","297.71"
"06/20/2021","21:47:08.176","297.6"
"06/20/2021","21:48:08.465","297.5"
"06/20/2021","21:49:08.759","297.4"
"06/20/2021","21:50:22.455","297.29"
"06/20/2021","21:51:29.450","297.19"
"06/20/2021","21:52:43.143","297.09"
"06/20/2021","21:54:06.890","296.98"
"06/20/2021","21:55:30.628","296.88"
"06/20/2021","21:57:01.075","296.78"
"06/20/2021","21:58:44.911","296.67"
"06/20/2021","22:00:28.760","296.57"
"06/20/2021","22:02:36.050","296.46"
"06/20/2021","22:04:53.385","296.35"
"06/20/2021","22:07:14.074","296.25"
"06/20/2021","22:09:48.167","296.15"
"06/20/2021","22:13:02.447","296.04"
"06/20/2021","22:16:33.485","295.94"
"06/20/2021","22:20:41.367","295.84"
"06/20/2021","22:26:26.387","295.73"
"06/20/2021","22:33:35.152","295.63"
"06/20/2021","22:44:38.398","295.53"
"06/21/2021","00:30:26.152","295.63"
"06/21/2021","01:01:35.302","295.73"
"06/21/2021","01:34:11.535","295.84"
"06/21/2021","02:01:29.549","295.94"
"06/21/2021","02:26:40.277","296.04"
"06/21/2021","02:53:24.801","296.15"
"06/21/2021","03:17:21.838","296.25"
"06/21/2021","03:40:48.719","296.35"
"06/21/2021","04:06:59.743","296.46"
"06/21/2021","04:30:23.284","296.56"
"06/21/2021","04:54:33.711","296.66"
"06/21/2021","05:21:21.581","296.77"
"06/21/2021","05:46:52.405","296.87"
"06/21/2021","06:12:16.541","296.97"
"06/21/2021","06:41:41.840","297.08"
"06/21/2021","07:09:03.212","297.18"
"06/21/2021","07:40:45.856","297.29"
"06/21/2021","08:13:35.499","297.4"
"06/21/2021","08:44:31.252","297.5"
"06/21/2021","09:17:14.184","297.6"
"06/21/2021","09:54:35.155","297.71"
"06/21/2021","10:29:48.829","297.81"
"06/21/2021","11:06:02.804","297.91"
"06/21/2021","11:50:15.785","298.02"
"06/21/2021","13:21:51.087","0"
"06/21/2021","13:22:16.977","298.24"
"06/21/2021","13:23:40.851","298.24"
"06/21/2021","13:29:48.973","0"
"06/21/2021","13:31:07.805","298.25"
"06/21/2021","14:06:06.316","298.24"
"06/21/2021","14:33:24.344","0"
"06/21/2021","14:34:07.059","298.22"
"06/21/2021","14:40:56.774","298.22"
"06/21/2021","14:49:09.663","0"
"06/21/2021","14:51:02.393","298.12"
"06/21/2021","15:05:43.244","298.22"
"06/21/2021","15:47:32.266","298.12"
"06/21/2021","15:50:43.590","298.02"
"06/21/2021","15:55:38.375","297.91"
"06/21/2021","16:03:26.990","297.81"
"06/21/2021","16:14:36.950","297.71"
"06/21/2021","16:15:10.452","297.59"
"06/21/2021","16:15:23.852","297.47"
"06/21/2021","16:15:37.251","297.26"
"06/21/2021","16:15:43.950","297.11"
"06/21/2021","16:15:50.654","296.92"
"06/21/2021","16:15:57.349","296.69"
"06/21/2021","16:16:04.050","296.38"
"06/21/2021","16:16:10.748","296.03"
"06/21/2021","16:16:17.449","295.59"
"06/21/2021","16:16:24.151","295.11"
"06/21/2021","16:16:30.852","294.57"
"06/21/2021","16:16:37.546","293.9"
"06/21/2021","16:16:44.247","293.2"
"06/21/2021","16:16:50.946","292.37"
"06/21/2021","16:16:57.651","291.5"
"06/21/2021","16:17:04.347","290.56"
"06/21/2021","16:17:11.047","289.43"
"06/21/2021","16:17:17.746","288.28"
"06/21/2021","16:17:24.446","286.93"
"06/21/2021","16:17:31.149","285.55"
"06/21/2021","16:17:37.851","284.06"
"06/21/2021","16:17:44.546","282.32"
"06/21/2021","16:17:51.245","280.59"
"06/21/2021","16:17:57.944","278.58"
"06/21/2021","16:18:04.646","276.57"
"06/21/2021","16:18:11.344","274.44"
"06/21/2021","16:18:18.043","272.03"
"06/21/2021","16:18:24.743","269.67"
"06/21/2021","16:18:31.443","267"
"06/21/2021","16:18:38.146","264.43"
"06/21/2021","16:18:44.852","261.76"
"06/21/2021","16:18:51.544","258.77"
"06/21/2021","16:18:58.244","255.9"
"06/21/2021","16:19:04.945","252.73"
"06/21/2021","16:19:11.646","249.72"
"06/21/2021","16:19:18.343","246.64"
"06/21/2021","16:19:25.043","243.28"
"06/21/2021","16:19:31.742","240.08"
"06/21/2021","16:19:38.442","236.59"
"06/21/2021","16:19:45.143","233.31"
"06/21/2021","16:19:51.853","230.03"
"06/21/2021","16:19:58.541","226.45"
"06/21/2021","16:20:05.242","223.1"
"06/21/2021","16:20:11.941","219.75"
"06/21/2021","16:20:18.645","216.14"
"06/21/2021","16:20:25.339","212.8"
"06/21/2021","16:20:32.039","209.18"
"06/21/2021","16:20:38.739","205.83"
"06/21/2021","16:20:45.439","202.5"
"06/21/2021","16:20:52.141","198.97"
"06/21/2021","16:20:58.848","195.68"
"06/21/2021","16:21:05.537","192.18"
"06/21/2021","16:21:12.236","188.96"
"06/21/2021","16:21:18.936","185.8"
"06/21/2021","16:21:25.637","182.42"
"06/21/2021","16:21:32.334","179.31"
"06/21/2021","16:21:39.034","176.04"
"06/21/2021","16:21:45.733","173.05"
"06/21/2021","16:21:52.434","170.1"
"06/21/2021","16:21:59.139","166.98"
"06/21/2021","16:22:05.833","164.15"
"06/21/2021","16:22:12.534","161.17"
"06/21/2021","16:22:19.234","158.45"
"06/21/2021","16:22:25.934","155.79"
"06/21/2021","16:22:32.639","153"
"06/21/2021","16:22:39.339","150.49"
"06/21/2021","16:22:46.034","147.86"
"06/21/2021","16:22:52.733","145.46"
"06/21/2021","16:22:59.433","143.14"
"06/21/2021","16:23:06.136","140.71"
"06/21/2021","16:23:12.832","138.54"
"06/21/2021","16:23:19.532","136.27"
"06/21/2021","16:23:26.232","134.22"
"06/21/2021","16:23:32.934","132.24"
"06/21/2021","16:23:39.635","130.2"
"06/21/2021","16:23:46.331","128.38"
"06/21/2021","16:23:53.031","126.48"
"06/21/2021","16:23:59.731","124.78"
"06/21/2021","16:24:06.431","123.15"
"06/21/2021","16:24:13.133","121.47"
"06/21/2021","16:24:19.832","119.99"
"06/21/2021","16:24:26.533","118.46"
