"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]"
"06/20/2021","17:50:24.655","256.54"
"06/20/2021","17:50:38.051","256.74"
"06/20/2021","17:50:44.766","256.85"
"06/20/2021","17:50:51.452","256.96"
"06/20/2021","17:50:58.153","257.07"
"06/20/2021","17:51:04.852","257.17"
"06/20/2021","17:51:18.249","257.38"
"06/20/2021","17:51:24.945","257.48"
"06/20/2021","17:51:38.351","257.69"
"06/20/2021","17:51:45.045","257.8"
"06/20/2021","17:51:51.766","257.91"
"06/20/2021","17:51:58.447","258.02"
"06/20/2021","17:52:05.151","258.12"
"06/20/2021","17:52:11.847","258.23"
"06/20/2021","17:52:25.243","258.44"
"06/20/2021","17:52:31.941","258.55"
"06/20/2021","17:52:45.345","258.77"
"06/20/2021","17:52:52.038","258.87"
"06/20/2021","17:52:58.764","258.98"
"06/20/2021","17:53:05.448","259.09"
"06/20/2021","17:53:12.141","259.19"
"06/20/2021","17:53:18.836","259.3"
"06/20/2021","17:53:32.237","259.51"
"06/20/2021","17:53:38.938","259.61"
"06/20/2021","17:53:52.333","259.82"
"06/20/2021","17:53:59.033","259.92"
"06/20/2021","17:54:05.753","260.03"
"06/20/2021","17:54:12.440","260.13"
"06/20/2021","17:54:19.139","260.23"
"06/20/2021","17:54:25.850","260.34"
"06/20/2021","17:54:32.530","260.44"
"06/20/2021","17:54:39.234","260.54"
"06/20/2021","17:54:45.934","260.65"
"06/20/2021","17:54:52.634","260.75"
"06/20/2021","17:54:59.329","260.86"
"06/20/2021","17:55:12.744","261.06"
"06/20/2021","17:55:19.433","261.17"
"06/20/2021","17:55:32.827","261.37"
"06/20/2021","17:55:39.523","261.48"
"06/20/2021","17:55:52.926","261.69"
"06/20/2021","17:55:59.627","261.79"
"06/20/2021","17:56:06.323","261.9"
"06/20/2021","17:56:13.019","262"
"06/20/2021","17:56:19.728","262.1"
"06/20/2021","17:56:26.428","262.21"
"06/20/2021","17:56:33.119","262.32"
"06/20/2021","17:56:39.823","262.42"
"06/20/2021","17:56:46.518","262.53"
"06/20/2021","17:56:53.220","262.63"
"06/20/2021","17:56:59.921","262.74"
"06/20/2021","17:57:06.629","262.85"
"06/20/2021","17:57:20.015","263.06"
"06/20/2021","17:57:26.716","263.16"
"06/20/2021","17:57:33.420","263.27"
"06/20/2021","17:57:40.114","263.38"
"06/20/2021","17:57:46.815","263.48"
"06/20/2021","17:57:53.510","263.59"
"06/20/2021","17:58:00.212","263.7"
"06/20/2021","17:58:06.909","263.81"
"06/20/2021","17:58:13.634","263.91"
"06/20/2021","17:58:27.006","264.12"
"06/20/2021","17:58:33.711","264.23"
"06/20/2021","17:58:40.416","264.34"
"06/20/2021","17:58:47.109","264.45"
"06/20/2021","17:58:53.810","264.55"
"06/20/2021","17:59:00.506","264.67"
"06/20/2021","17:59:13.904","264.87"
"06/20/2021","17:59:20.625","264.99"
"06/20/2021","17:59:34.002","265.2"
"06/20/2021","17:59:40.709","265.31"
"06/20/2021","17:59:47.406","265.42"
"06/20/2021","17:59:54.104","265.53"
"06/20/2021","18:00:00.801","265.63"
"06/20/2021","18:00:07.499","265.74"
"06/20/2021","18:00:14.201","265.85"
"06/20/2021","18:00:27.606","266.07"
"06/20/2021","18:00:34.298","266.17"
"06/20/2021","18:00:40.996","266.28"
"06/20/2021","18:00:47.698","266.4"
"06/20/2021","18:00:54.400","266.5"
"06/20/2021","18:01:01.097","266.61"
"06/20/2021","18:01:07.797","266.72"
"06/20/2021","18:01:14.495","266.83"
"06/20/2021","18:01:21.201","266.94"
"06/20/2021","18:01:27.896","267.04"
"06/20/2021","18:01:34.594","267.16"
"06/20/2021","18:01:47.990","267.37"
"06/20/2021","18:01:54.693","267.49"
"06/20/2021","18:02:08.095","267.7"
"06/20/2021","18:02:14.789","267.81"
"06/20/2021","18:02:21.488","267.92"
"06/20/2021","18:02:28.192","268.03"
"06/20/2021","18:02:34.892","268.14"
"06/20/2021","18:02:41.589","268.25"
"06/20/2021","18:02:48.286","268.36"
"06/20/2021","18:02:54.984","268.47"
"06/20/2021","18:03:01.690","268.59"
"06/20/2021","18:03:08.390","268.69"
"06/20/2021","18:03:15.087","268.8"
"06/20/2021","18:03:21.785","268.91"
"06/20/2021","18:03:28.487","269.02"
"06/20/2021","18:03:35.187","269.14"
"06/20/2021","18:03:41.882","269.24"
"06/20/2021","18:03:48.584","269.35"
"06/20/2021","18:03:55.281","269.47"
"06/20/2021","18:04:01.979","269.58"
"06/20/2021","18:04:08.688","269.69"
"06/20/2021","18:04:15.386","269.8"
"06/20/2021","18:04:28.778","270.02"
"06/20/2021","18:04:35.475","270.13"
"06/20/2021","18:04:42.179","270.24"
"06/20/2021","18:04:48.882","270.35"
"06/20/2021","18:04:55.579","270.46"
"06/20/2021","18:05:02.277","270.58"
"06/20/2021","18:05:08.974","270.69"
"06/20/2021","18:05:15.678","270.79"
"06/20/2021","18:05:22.378","270.91"
"06/20/2021","18:05:35.775","271.13"
"06/20/2021","18:05:42.471","271.24"
"06/20/2021","18:05:49.172","271.35"
"06/20/2021","18:05:55.882","271.47"
"06/20/2021","18:06:09.274","271.69"
"06/20/2021","18:06:15.967","271.8"
"06/20/2021","18:06:22.669","271.91"
"06/20/2021","18:06:29.380","272.02"
"06/20/2021","18:06:36.070","272.13"
"06/20/2021","18:06:42.770","272.24"
"06/20/2021","18:06:49.465","272.36"
"06/20/2021","18:06:56.165","272.47"
"06/20/2021","18:07:02.879","272.58"
"06/20/2021","18:07:09.572","272.69"
"06/20/2021","18:07:16.266","272.8"
"06/20/2021","18:07:22.965","272.91"
"06/20/2021","18:07:29.667","273.02"
"06/20/2021","18:07:36.362","273.14"
"06/20/2021","18:07:43.065","273.25"
"06/20/2021","18:07:49.763","273.36"
"06/20/2021","18:07:56.458","273.48"
"06/20/2021","18:08:03.157","273.59"
"06/20/2021","18:08:09.858","273.71"
"06/20/2021","18:08:16.555","273.81"
"06/20/2021","18:08:23.257","273.92"
"06/20/2021","18:08:29.954","274.04"
"06/20/2021","18:08:36.656","274.15"
"06/20/2021","18:08:43.354","274.27"
"06/20/2021","18:08:50.053","274.38"
"06/20/2021","18:08:56.777","274.49"
"06/20/2021","18:09:03.450","274.61"
"06/20/2021","18:09:16.850","274.83"
"06/20/2021","18:09:23.550","274.94"
"06/20/2021","18:09:30.250","275.05"
"06/20/2021","18:09:36.947","275.17"
"06/20/2021","18:09:50.349","275.39"
"06/20/2021","18:09:57.046","275.5"
"06/20/2021","18:10:03.761","275.61"
"06/20/2021","18:10:10.445","275.73"
"06/20/2021","18:10:17.152","275.84"
"06/20/2021","18:10:23.843","275.95"
"06/20/2021","18:10:30.543","276.07"
"06/20/2021","18:10:37.243","276.18"
"06/20/2021","18:10:43.942","276.3"
"06/20/2021","18:10:50.645","276.41"
"06/20/2021","18:10:57.342","276.52"
"06/20/2021","18:11:04.040","276.64"
"06/20/2021","18:11:10.764","276.74"
"06/20/2021","18:11:17.439","276.86"
"06/20/2021","18:11:24.146","276.97"
"06/20/2021","18:11:30.841","277.08"
"06/20/2021","18:11:37.538","277.2"
"06/20/2021","18:11:44.240","277.31"
"06/20/2021","18:11:50.937","277.43"
"06/20/2021","18:11:57.642","277.54"
"06/20/2021","18:12:04.339","277.65"
"06/20/2021","18:12:11.035","277.77"
"06/20/2021","18:12:17.753","277.88"
"06/20/2021","18:12:24.433","277.99"
"06/20/2021","18:12:31.136","278.1"
"06/20/2021","18:12:37.839","278.22"
"06/20/2021","18:12:44.537","278.34"
"06/20/2021","18:12:51.234","278.45"
"06/20/2021","18:12:57.931","278.56"
"06/20/2021","18:13:04.635","278.68"
"06/20/2021","18:13:18.029","278.9"
"06/20/2021","18:13:24.734","279.01"
"06/20/2021","18:13:31.430","279.12"
"06/20/2021","18:13:38.134","279.24"
"06/20/2021","18:13:44.829","279.35"
"06/20/2021","18:13:51.530","279.47"
"06/20/2021","18:13:58.229","279.58"
"06/20/2021","18:14:04.927","279.69"
"06/20/2021","18:14:11.636","279.8"
"06/20/2021","18:14:18.325","279.91"
"06/20/2021","18:14:25.025","280.03"
"06/20/2021","18:14:31.730","280.14"
"06/20/2021","18:14:38.424","280.25"
"06/20/2021","18:14:45.132","280.37"
"06/20/2021","18:14:51.825","280.48"
"06/20/2021","18:14:58.521","280.59"
"06/20/2021","18:15:05.230","280.71"
"06/20/2021","18:15:11.923","280.81"
"06/20/2021","18:15:18.629","280.93"
"06/20/2021","18:15:25.321","281.04"
"06/20/2021","18:15:32.019","281.15"
"06/20/2021","18:15:38.725","281.27"
"06/20/2021","18:15:45.416","281.38"
"06/20/2021","18:15:52.118","281.5"
"06/20/2021","18:15:58.817","281.61"
"06/20/2021","18:16:05.516","281.72"
"06/20/2021","18:16:12.219","281.83"
"06/20/2021","18:16:18.916","281.94"
"06/20/2021","18:16:25.629","282.06"
"06/20/2021","18:16:32.316","282.17"
"06/20/2021","18:16:39.012","282.28"
"06/20/2021","18:16:45.718","282.4"
"06/20/2021","18:16:52.411","282.51"
"06/20/2021","18:16:59.111","282.63"
"06/20/2021","18:17:05.815","282.74"
"06/20/2021","18:17:12.509","282.85"
"06/20/2021","18:17:19.210","282.96"
"06/20/2021","18:17:25.908","283.07"
"06/20/2021","18:17:32.631","283.19"
"06/20/2021","18:17:39.314","283.3"
"06/20/2021","18:17:46.006","283.41"
"06/20/2021","18:17:52.708","283.53"
"06/20/2021","18:17:59.404","283.64"
"06/20/2021","18:18:06.106","283.76"
"06/20/2021","18:18:12.813","283.87"
"06/20/2021","18:18:19.508","283.97"
"06/20/2021","18:18:26.205","284.09"
"06/20/2021","18:18:32.903","284.2"
"06/20/2021","18:18:39.626","284.31"
"06/20/2021","18:18:46.315","284.43"
"06/20/2021","18:18:53.002","284.54"
"06/20/2021","18:18:59.703","284.66"
"06/20/2021","18:19:06.401","284.77"
"06/20/2021","18:19:13.102","284.88"
"06/20/2021","18:19:19.806","285"
"06/20/2021","18:19:26.499","285.11"
"06/20/2021","18:19:33.200","285.22"
"06/20/2021","18:19:39.898","285.33"
"06/20/2021","18:19:46.619","285.44"
"06/20/2021","18:19:53.303","285.56"
"06/20/2021","18:20:00.003","285.67"
"06/20/2021","18:20:06.694","285.79"
"06/20/2021","18:20:13.394","285.9"
"06/20/2021","18:20:20.096","286.01"
"06/20/2021","18:20:26.802","286.13"
"06/20/2021","18:20:33.492","286.24"
"06/20/2021","18:20:40.191","286.36"
"06/20/2021","18:20:46.891","286.47"
"06/20/2021","18:20:53.593","286.58"
"06/20/2021","18:21:00.296","286.7"
"06/20/2021","18:21:06.990","286.8"
"06/20/2021","18:21:13.697","286.92"
"06/20/2021","18:21:20.389","287.03"
"06/20/2021","18:21:27.094","287.14"
"06/20/2021","18:21:33.792","287.26"
"06/20/2021","18:21:40.486","287.37"
"06/20/2021","18:21:47.187","287.48"
"06/20/2021","18:21:53.884","287.6"
"06/20/2021","18:22:00.588","287.71"
"06/20/2021","18:22:07.289","287.83"
"06/20/2021","18:22:13.983","287.94"
"06/20/2021","18:22:20.685","288.05"
"06/20/2021","18:22:27.384","288.16"
"06/20/2021","18:22:34.085","288.27"
"06/20/2021","18:22:40.780","288.39"
"06/20/2021","18:22:47.480","288.5"
"06/20/2021","18:22:54.182","288.61"
"06/20/2021","18:23:00.882","288.73"
"06/20/2021","18:23:07.583","288.84"
"06/20/2021","18:23:14.278","288.96"
"06/20/2021","18:23:20.976","289.07"
"06/20/2021","18:23:27.681","289.18"
"06/20/2021","18:23:34.385","289.3"
"06/20/2021","18:23:41.077","289.41"
"06/20/2021","18:23:47.784","289.53"
"06/20/2021","18:23:54.474","289.64"
"06/20/2021","18:24:01.179","289.75"
"06/20/2021","18:24:07.897","289.87"
"06/20/2021","18:24:14.574","289.97"
"06/20/2021","18:24:21.274","290.09"
"06/20/2021","18:24:27.972","290.2"
"06/20/2021","18:24:34.678","290.31"
"06/20/2021","18:24:41.378","290.43"
"06/20/2021","18:24:48.073","290.54"
"06/20/2021","18:24:54.773","290.65"
"06/20/2021","18:25:01.468","290.77"
"06/20/2021","18:25:08.178","290.88"
"06/20/2021","18:25:14.881","291"
"06/20/2021","18:25:21.569","291.11"
"06/20/2021","18:25:28.270","291.22"
"06/20/2021","18:25:34.967","291.34"
"06/20/2021","18:25:41.670","291.45"
"06/20/2021","18:25:48.374","291.57"
"06/20/2021","18:25:55.067","291.68"
"06/20/2021","18:26:01.771","291.79"
"06/20/2021","18:26:08.464","291.91"
"06/20/2021","18:26:21.874","292.13"
"06/20/2021","18:26:28.567","292.24"
"06/20/2021","18:26:35.265","292.35"
"06/20/2021","18:26:41.971","292.47"
"06/20/2021","18:26:48.661","292.58"
"06/20/2021","18:26:55.364","292.7"
"06/20/2021","18:27:02.064","292.81"
"06/20/2021","18:27:08.765","292.92"
"06/20/2021","18:27:15.458","293.04"
"06/20/2021","18:27:22.160","293.15"
"06/20/2021","18:27:28.862","293.26"
"06/20/2021","18:27:35.559","293.38"
"06/20/2021","18:27:42.262","293.49"
"06/20/2021","18:27:48.964","293.61"
"06/20/2021","18:27:55.657","293.72"
"06/20/2021","18:28:02.359","293.83"
"06/20/2021","18:28:09.058","293.94"
"06/20/2021","18:28:15.766","294.05"
"06/20/2021","18:28:22.455","294.17"
"06/20/2021","18:28:29.156","294.28"
"06/20/2021","18:28:35.857","294.39"
"06/20/2021","18:28:42.554","294.51"
"06/20/2021","18:28:49.260","294.62"
"06/20/2021","18:28:55.952","294.74"
"06/20/2021","18:29:02.650","294.85"
"06/20/2021","18:29:09.356","294.96"
"06/20/2021","18:29:16.053","295.07"
"06/20/2021","18:29:22.761","295.18"
"06/20/2021","18:29:29.450","295.3"
"06/20/2021","18:29:36.154","295.41"
"06/20/2021","18:29:42.850","295.52"
"06/20/2021","18:29:49.549","295.64"
"06/20/2021","18:29:56.250","295.75"
"06/20/2021","18:30:02.945","295.87"
"06/20/2021","18:30:09.648","295.98"
"06/20/2021","18:30:23.050","296.2"
"06/20/2021","18:30:29.762","296.31"
"06/20/2021","18:30:36.443","296.43"
"06/20/2021","18:30:43.147","296.54"
"06/20/2021","18:30:49.844","296.65"
"06/20/2021","18:30:56.546","296.77"
"06/20/2021","18:31:03.248","296.88"
"06/20/2021","18:31:09.940","296.99"
"06/20/2021","18:31:16.642","297.1"
"06/20/2021","18:31:23.346","297.21"
"06/20/2021","18:31:30.042","297.33"
"06/20/2021","18:31:36.762","297.44"
"06/20/2021","18:31:43.445","297.56"
"06/20/2021","18:31:50.147","297.67"
"06/20/2021","18:31:56.841","297.78"
"06/20/2021","18:32:03.541","297.89"
"06/20/2021","18:32:10.241","298"
"06/20/2021","18:32:16.938","298.12"
"06/20/2021","18:32:23.639","298.23"
"06/20/2021","18:32:30.339","298.34"
"06/20/2021","18:32:37.041","298.46"
"06/20/2021","18:32:43.760","298.57"
"06/20/2021","18:32:50.435","298.68"
"06/20/2021","18:32:57.144","298.79"
"06/20/2021","18:33:03.836","298.9"
"06/20/2021","18:33:10.537","299.01"
"06/20/2021","18:33:17.234","299.12"
"06/20/2021","18:33:23.932","299.23"
"06/20/2021","18:33:30.637","299.35"
"06/20/2021","18:33:44.033","299.57"
"06/20/2021","18:33:50.749","299.68"
"06/20/2021","18:34:04.132","299.89"
"06/20/2021","18:34:10.831","300"
"06/20/2021","18:34:17.528","300.1"
"06/20/2021","18:34:30.938","300.28"
"06/20/2021","18:34:37.631","300.38"
"06/20/2021","18:34:51.029","300.54"
"06/20/2021","18:35:04.426","300.68"
"06/20/2021","18:35:17.832","300.81"
"06/20/2021","18:35:31.224","300.93"
"06/20/2021","18:35:51.327","301.06"
"06/20/2021","18:36:11.420","301.16"
"06/20/2021","18:36:44.917","301.27"
"06/20/2021","18:39:08.946","301.16"
"06/20/2021","18:39:42.443","301.06"
"06/20/2021","18:40:09.241","300.96"
"06/20/2021","18:40:42.745","300.84"
"06/20/2021","18:41:09.539","300.73"
"06/20/2021","18:41:36.337","300.62"
"06/20/2021","18:42:03.133","300.51"
"06/20/2021","18:42:29.928","300.39"
"06/20/2021","18:42:56.728","300.28"
"06/20/2021","18:43:23.523","300.17"
"06/20/2021","18:43:50.326","300.05"
"06/20/2021","18:44:17.119","299.94"
"06/20/2021","18:44:43.916","299.82"
"06/20/2021","18:45:10.718","299.71"
"06/20/2021","18:45:37.515","299.6"
"06/20/2021","18:46:04.309","299.49"
"06/20/2021","18:46:31.106","299.39"
"06/20/2021","18:46:57.904","299.28"
"06/20/2021","18:47:31.401","299.15"
"06/20/2021","18:48:04.897","299.03"
"06/20/2021","18:48:38.396","298.91"
"06/20/2021","18:49:05.193","298.81"
"06/20/2021","18:49:38.690","298.69"
"06/20/2021","18:50:12.187","298.58"
"06/20/2021","18:50:45.685","298.47"
"06/20/2021","18:51:19.183","298.36"
"06/20/2021","18:51:52.682","298.26"
"06/20/2021","18:52:26.178","298.15"
"06/20/2021","18:53:06.373","298.03"
"06/20/2021","18:53:46.571","297.91"
"06/20/2021","18:54:26.768","297.8"
"06/20/2021","18:55:06.963","297.69"
"06/20/2021","18:55:47.161","297.59"
"06/20/2021","18:56:34.054","297.47"
"06/20/2021","18:57:14.251","297.37"
"06/20/2021","18:58:01.146","297.26"
"06/20/2021","18:58:54.753","297.14"
"06/20/2021","18:59:48.336","297.03"
"06/20/2021","19:00:41.932","296.92"
"06/20/2021","19:01:28.829","296.82"
"06/20/2021","19:02:29.127","296.71"
"06/20/2021","19:03:29.419","296.6"
"06/20/2021","19:04:29.714","296.5"
"06/20/2021","19:05:30.008","296.39"
"06/20/2021","19:06:43.707","296.28"
"06/20/2021","19:07:57.395","296.17"
"06/20/2021","19:09:11.090","296.07"
"06/20/2021","19:10:34.844","295.96"
"06/20/2021","19:12:05.279","295.85"
"06/20/2021","19:13:35.731","295.75"
"06/20/2021","19:15:12.859","295.65"
"06/20/2021","19:17:10.107","295.54"
"06/20/2021","19:19:00.635","295.44"
"06/20/2021","19:21:07.929","295.34"
"06/20/2021","19:23:45.367","295.23"
"06/20/2021","19:26:32.851","295.13"
"06/20/2021","19:29:40.438","295.03"
"06/20/2021","19:34:01.714","294.92"
"06/20/2021","19:38:56.501","294.82"
"06/20/2021","19:47:02.186","294.71"
"06/20/2021","20:52:14.620","294.81"
"06/20/2021","21:05:55.305","294.91"
"06/20/2021","21:19:42.670","295.02"
"06/20/2021","21:31:52.906","295.12"
"06/20/2021","21:43:36.351","295.22"
"06/20/2021","21:56:13.380","295.33"
"06/20/2021","22:07:40.076","295.43"
"06/20/2021","22:20:07.050","295.54"
"06/20/2021","22:32:20.645","295.65"
"06/20/2021","22:43:43.983","295.75"
"06/20/2021","22:54:57.267","295.85"
"06/20/2021","23:07:24.255","295.96"
"06/20/2021","23:18:47.593","296.06"
"06/20/2021","23:30:24.324","296.16"
"06/20/2021","23:43:04.704","296.27"
"06/20/2021","23:54:44.797","296.37"
"06/21/2021","00:06:38.273","296.47"
"06/21/2021","00:19:42.101","296.58"
"06/21/2021","00:31:55.699","296.68"
"06/21/2021","00:45:09.574","296.79"
"06/21/2021","00:58:46.899","296.9"
"06/21/2021","01:11:13.892","297"
"06/21/2021","01:24:00.957","297.1"
"06/21/2021","01:38:18.480","297.21"
"06/21/2021","01:51:18.967","297.31"
"06/21/2021","02:04:42.893","297.41"
"06/21/2021","02:19:27.203","297.52"
"06/21/2021","02:33:14.607","297.62"
"06/21/2021","02:47:08.662","297.72"
"06/21/2021","03:02:36.536","297.83"
"06/21/2021","03:17:00.743","297.93"
"06/21/2021","03:33:12.150","298.04"
"06/21/2021","03:49:36.956","298.15"
"06/21/2021","04:04:51.434","298.25"
"06/21/2021","04:19:52.488","298.35"
"06/21/2021","04:37:41.043","298.46"
"06/21/2021","04:53:32.353","298.56"
"06/21/2021","04:57:30.182","298.41"
"06/21/2021","04:57:36.891","298.3"
"06/21/2021","04:57:43.582","298.15"
"06/21/2021","04:57:50.281","297.92"
"06/21/2021","04:57:56.980","297.65"
"06/21/2021","04:58:03.680","297.27"
"06/21/2021","04:58:10.388","296.83"
"06/21/2021","04:58:17.079","296.27"
"06/21/2021","04:58:23.779","295.52"
"06/21/2021","04:58:30.479","294.68"
"06/21/2021","04:58:37.186","293.6"
"06/21/2021","04:58:43.893","292.45"
"06/21/2021","04:58:50.612","291.14"
"06/21/2021","04:58:57.291","289.55"
"06/21/2021","04:59:03.992","287.92"
"06/21/2021","04:59:10.695","285.97"
"06/21/2021","04:59:17.392","284"
"06/21/2021","04:59:24.116","281.87"
"06/21/2021","04:59:30.788","279.41"
"06/21/2021","04:59:37.492","276.96"
"06/21/2021","04:59:44.185","274.37"
"06/21/2021","04:59:50.889","271.46"
"06/21/2021","04:59:57.585","268.63"
"06/21/2021","05:00:04.285","265.48"
"06/21/2021","05:00:10.999","262.47"
"06/21/2021","05:00:17.684","259.36"
"06/21/2021","05:00:24.388","255.94"
"06/21/2021","05:00:31.083","252.7"
"06/21/2021","05:00:37.827","249.17"
"06/21/2021","05:00:44.481","245.86"
"06/21/2021","05:00:51.185","242.5"
"06/21/2021","05:00:57.884","238.85"
"06/21/2021","05:01:04.581","235.45"
"06/21/2021","05:01:11.281","231.79"
"06/21/2021","05:01:17.985","228.39"
"06/21/2021","05:01:24.708","224.98"
"06/21/2021","05:01:31.386","221.31"
"06/21/2021","05:01:38.079","217.92"
"06/21/2021","05:01:44.784","214.31"
"06/21/2021","05:01:51.478","210.96"
"06/21/2021","05:01:58.179","207.64"
"06/21/2021","05:02:04.881","204.1"
"06/21/2021","05:02:11.610","200.86"
"06/21/2021","05:02:18.275","197.4"
"06/21/2021","05:02:24.979","194.21"
"06/21/2021","05:02:31.675","191.07"
"06/21/2021","05:02:38.385","187.75"
"06/21/2021","05:02:45.094","184.71"
"06/21/2021","05:02:51.779","181.7"
"06/21/2021","05:02:58.476","178.51"
"06/21/2021","05:03:05.178","175.61"
"06/21/2021","05:03:11.885","172.55"
"06/21/2021","05:03:18.591","169.75"
"06/21/2021","05:03:25.275","167"
"06/21/2021","05:03:31.999","164.09"
"06/21/2021","05:03:38.679","161.46"
"06/21/2021","05:03:45.378","158.7"
"06/21/2021","05:03:52.074","156.16"
"06/21/2021","05:03:58.775","153.68"
