"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]","3663 (1063996) [Titan Krios G2]"
"06/15/2021","02:54:35.833","3638.589",""
"06/15/2021","02:54:55.277","102611.634",""
"06/15/2021","02:57:31.836","3638.589",""
"06/15/2021","02:57:49.580","102611.634",""
"06/15/2021","03:00:47.708","3638.589",""
"06/15/2021","03:01:04.041","102611.634",""
"06/15/2021","03:01:49.565","2259.761",""
"06/15/2021","03:02:05.441","3638.589",""
"06/15/2021","03:02:24.649","102611.634",""
"06/15/2021","03:04:48.023","3638.589",""
"06/15/2021","03:05:05.349","102611.634",""
"06/15/2021","03:06:56.784","2259.761",""
"06/15/2021","03:07:21.739","3638.589",""
"06/15/2021","03:07:37.765","102611.634",""
"06/15/2021","03:09:23.206","3638.589",""
"06/15/2021","03:09:40.361","102611.634",""
"06/15/2021","03:11:38.046","3638.589",""
"06/15/2021","03:11:55.860","102611.634",""
"06/15/2021","03:15:08.939","2259.761",""
"06/15/2021","03:15:26.391","3638.589",""
"06/15/2021","03:15:45.959","102611.634",""
"06/15/2021","03:17:43.303","3638.589",""
"06/15/2021","03:18:00.164","102611.634",""
"06/15/2021","03:19:57.995","3638.589",""
"06/15/2021","03:20:15.373","102611.634",""
"06/15/2021","03:22:00.872","3638.589",""
"06/15/2021","03:22:18.000","102611.634",""
"06/15/2021","03:24:07.748","2259.761",""
"06/15/2021","03:24:24.872","3638.589",""
"06/15/2021","03:24:44.301","102611.634",""
"06/15/2021","03:26:42.473","3638.589",""
"06/15/2021","03:26:59.843","102611.634",""
"06/15/2021","03:29:43.341","2259.761",""
"06/15/2021","03:30:06.578","3638.589",""
"06/15/2021","03:30:25.768","102611.634",""
"06/15/2021","03:32:25.151","3638.589",""
"06/15/2021","03:32:42.909","102611.634",""
"06/15/2021","03:34:41.207","3638.589",""
"06/15/2021","03:34:59.306","102611.634",""
"06/15/2021","03:38:29.124","3638.589",""
"06/15/2021","03:38:46.580","102611.634",""
"06/15/2021","03:41:33.632","2259.761",""
"06/15/2021","03:41:47.194","3638.589",""
"06/15/2021","03:42:06.718","102611.634",""
"06/15/2021","03:44:45.358","3638.589",""
"06/15/2021","03:45:02.637","102611.634",""
"06/15/2021","03:47:22.492","2259.761",""
"06/15/2021","03:47:47.484","3638.589",""
"06/15/2021","03:48:06.926","102611.634",""
"06/15/2021","03:49:38.378","3638.589",""
"06/15/2021","03:49:55.306","102611.634",""
"06/15/2021","03:52:59.988","3638.589",""
"06/15/2021","03:53:17.204","102611.634",""
"06/15/2021","03:56:20.370","3638.589",""
"06/15/2021","03:56:37.348","102611.634",""
"06/15/2021","03:59:33.904","2259.761",""
"06/15/2021","03:59:52.845","3638.589",""
"06/15/2021","04:00:24.844","102611.634",""
"06/15/2021","04:02:15.085","3638.589",""
"06/15/2021","04:02:30.917","102611.634",""
"06/15/2021","04:04:25.263","2259.761",""
"06/15/2021","04:04:37.121","3638.589",""
"06/15/2021","04:04:56.297","102611.634",""
"06/15/2021","04:08:13.037","3638.589",""
"06/15/2021","04:08:30.832","102611.634",""
"06/15/2021","04:12:12.583","3638.589",""
"06/15/2021","04:12:29.603","102611.634",""
"06/15/2021","04:14:33.631","2259.761",""
"06/15/2021","04:14:54.080","3638.589",""
"06/15/2021","04:15:13.796","102611.634",""
"06/15/2021","04:18:04.085","3638.589",""
"06/15/2021","04:18:21.881","102611.634",""
"06/15/2021","04:20:06.659","3638.589",""
"06/15/2021","04:20:24.638","102611.634",""
"06/15/2021","04:23:17.170","3638.589",""
"06/15/2021","04:23:35.252","102611.634",""
"06/15/2021","04:25:43.053","2259.761",""
"06/15/2021","04:25:59.115","3638.589",""
"06/15/2021","04:26:18.397","102611.634",""
"06/15/2021","04:28:17.139","3638.589",""
"06/15/2021","04:28:34.150","102611.634",""
"06/15/2021","04:30:45.092","3638.589",""
"06/15/2021","04:31:02.716","102611.634",""
"06/15/2021","04:33:14.211","3638.589",""
"06/15/2021","04:33:31.124","102611.634",""
"06/15/2021","04:37:19.785","2259.761",""
"06/15/2021","04:37:36.969","3638.589",""
"06/15/2021","04:37:56.297","102611.634",""
"06/15/2021","04:39:55.046","3638.589",""
"06/15/2021","04:40:11.926","102611.634",""
"06/15/2021","04:42:37.899","3638.589",""
"06/15/2021","04:42:55.289","102611.634",""
"06/15/2021","04:45:45.492","3638.589",""
"06/15/2021","04:46:02.562","102611.634",""
"06/15/2021","04:48:09.326","2259.761",""
"06/15/2021","04:48:27.577","3638.589",""
"06/15/2021","04:48:43.229","102611.634",""
"06/15/2021","04:50:55.222","3638.589",""
"06/15/2021","04:51:12.092","102611.634",""
"06/15/2021","04:54:05.288","3638.589",""
"06/15/2021","04:54:22.867","102611.634",""
"06/15/2021","04:57:01.429","3638.589",""
"06/15/2021","04:57:17.672","102611.634",""
"06/15/2021","04:59:59.272","2259.761",""
"06/15/2021","05:00:16.176","3638.589",""
"06/15/2021","05:00:35.461","102611.634",""
"06/15/2021","05:02:42.305","3638.589",""
"06/15/2021","05:02:58.075","102611.634",""
"06/15/2021","05:03:56.382","2259.761",""
"06/15/2021","05:04:11.787","3638.589",""
"06/15/2021","05:04:31.118","102611.634",""
"06/15/2021","05:06:16.115","3638.589",""
"06/15/2021","05:06:33.576","102611.634",""
"06/15/2021","05:09:37.253","3638.589",""
"06/15/2021","05:09:54.294","102611.634",""
"06/15/2021","05:12:36.959","2259.761",""
"06/15/2021","05:12:55.858","3638.589",""
"06/15/2021","05:13:15.269","102611.634",""
"06/15/2021","05:15:13.644","3638.589",""
"06/15/2021","05:15:30.668","102611.634",""
"06/15/2021","05:17:41.019","3638.589",""
"06/15/2021","05:17:58.279","102611.634",""
"06/15/2021","05:20:09.300","3638.589",""
"06/15/2021","05:20:26.288","102611.634",""
"06/15/2021","05:22:29.013","2259.761",""
"06/15/2021","05:22:48.245","3638.589",""
"06/15/2021","05:23:07.559","102611.634",""
"06/15/2021","05:25:43.905","3638.589",""
"06/15/2021","05:26:13.235","102611.634",""
"06/15/2021","05:28:23.770","3638.589",""
"06/15/2021","05:28:41.224","102611.634",""
"06/15/2021","05:30:50.957","3638.589",""
"06/15/2021","05:31:08.274","102611.634",""
"06/15/2021","05:33:49.619","2259.761",""
"06/15/2021","05:34:07.112","3638.589",""
"06/15/2021","05:34:26.269","102611.634",""
"06/15/2021","05:36:36.968","3638.589",""
"06/15/2021","05:36:53.967","102611.634",""
"06/15/2021","05:39:04.905","3638.589",""
"06/15/2021","05:39:22.191","102611.634",""
"06/15/2021","05:40:53.644","3638.589",""
"06/15/2021","05:41:10.635","102611.634",""
"06/15/2021","06:13:24.832","","Close (1)"
"06/15/2021","07:02:28.797","2259.761",""
"06/15/2021","07:02:54.986","","Open (2)"
"06/15/2021","07:08:27.612","","Close (1)"
"06/15/2021","07:10:02.943","","Open (2)"
"06/15/2021","07:15:44.883","3638.589",""
"06/15/2021","07:16:32.840","2259.761",""
"06/15/2021","07:17:51.155","3638.589",""
"06/15/2021","07:18:31.752","2259.761",""
"06/15/2021","07:19:50.480","3638.589",""
"06/15/2021","07:20:34.669","2259.761",""
"06/15/2021","07:21:47.702","3638.589",""
"06/15/2021","07:22:27.599","2259.761",""
"06/15/2021","07:23:37.009","3638.589",""
"06/15/2021","07:24:20.810","2259.761",""
"06/15/2021","07:25:26.128","3638.589",""
"06/15/2021","07:26:09.074","2259.761",""
"06/15/2021","07:27:25.743","3638.589",""
"06/15/2021","07:28:06.502","2259.761",""
"06/15/2021","07:29:11.084","3638.589",""
"06/15/2021","07:29:54.516","2259.761",""
"06/15/2021","07:31:02.248","3638.589",""
"06/15/2021","07:31:46.380","2259.761",""
"06/15/2021","07:32:58.949","3638.589",""
"06/15/2021","07:33:43.133","2259.761",""
"06/15/2021","08:28:15.888","","Close (1)"
"06/15/2021","08:50:14.240","","Open (2)"
"06/15/2021","08:50:23.887","3638.589",""
"06/15/2021","08:51:28.843","102611.634",""
"06/15/2021","08:53:15.805","3638.589",""
"06/15/2021","08:53:31.716","102611.634",""
"06/15/2021","08:56:01.198","2259.761",""
"06/15/2021","08:56:17.020","3638.589",""
"06/15/2021","08:56:36.241","102611.634",""
"06/15/2021","08:58:41.178","2259.761",""
"06/15/2021","08:58:59.441","3638.589",""
"06/15/2021","08:59:18.865","102611.634",""
"06/15/2021","09:01:04.248","3638.589",""
"06/15/2021","09:01:22.108","102611.634",""
"06/15/2021","09:02:54.131","3638.589",""
"06/15/2021","09:03:12.219","102611.634",""
"06/15/2021","09:04:48.298","2259.761",""
"06/15/2021","09:05:06.786","3638.589",""
"06/15/2021","09:05:26.695","102611.634",""
"06/15/2021","09:09:20.921","3638.589",""
"06/15/2021","09:09:38.191","102611.634",""
"06/15/2021","09:12:54.764","3638.589",""
"06/15/2021","09:13:12.790","102611.634",""
"06/15/2021","09:14:57.587","3638.589",""
"06/15/2021","09:15:15.245","102611.634",""
"06/15/2021","09:16:26.212","2259.761",""
"06/15/2021","09:16:46.991","3638.589",""
"06/15/2021","09:17:06.469","102611.634",""
"06/15/2021","09:19:42.431","3638.589",""
"06/15/2021","09:19:59.398","102611.634",""
"06/15/2021","09:22:23.608","3638.589",""
"06/15/2021","09:22:41.440","102611.634",""
"06/15/2021","09:25:43.575","3638.589",""
"06/15/2021","09:26:00.866","102611.634",""
"06/15/2021","09:28:31.329","2259.761",""
"06/15/2021","09:28:53.731","3638.589",""
"06/15/2021","09:29:12.628","102611.634",""
"06/15/2021","09:31:23.730","3638.589",""
"06/15/2021","09:31:53.387","102611.634",""
"06/15/2021","09:34:03.568","3638.589",""
"06/15/2021","09:34:20.957","102611.634",""
"06/15/2021","09:36:23.274","2259.761",""
"06/15/2021","09:36:40.458","3638.589",""
"06/15/2021","09:37:00.185","102611.634",""
"06/15/2021","09:39:10.966","3638.589",""
"06/15/2021","09:39:28.207","102611.634",""
"06/15/2021","09:41:12.526","3638.589",""
"06/15/2021","09:41:29.948","102611.634",""
"06/15/2021","09:44:07.997","3638.589",""
"06/15/2021","09:44:24.999","102611.634",""
"06/15/2021","09:46:41.841","2259.761",""
"06/15/2021","09:47:01.527","3638.589",""
"06/15/2021","09:47:20.873","102611.634",""
"06/15/2021","09:49:18.320","3638.589",""
"06/15/2021","09:49:35.471","102611.634",""
"06/15/2021","09:51:32.227","3638.589",""
"06/15/2021","09:51:49.544","102611.634",""
"06/15/2021","09:53:49.745","3638.589",""
"06/15/2021","09:54:05.614","102611.634",""
"06/15/2021","09:55:30.386","2259.761",""
"06/15/2021","09:55:46.222","3638.589",""
"06/15/2021","09:56:04.713","102611.634",""
"06/15/2021","09:58:34.498","2259.761",""
"06/15/2021","09:58:59.188","3638.589",""
"06/15/2021","09:59:18.109","102611.634",""
"06/15/2021","10:02:21.589","3638.589",""
"06/15/2021","10:02:38.542","102611.634",""
"06/15/2021","10:04:48.488","3638.589",""
"06/15/2021","10:05:06.231","102611.634",""
"06/15/2021","10:07:09.334","2259.761",""
"06/15/2021","10:07:30.052","3638.589",""
"06/15/2021","10:07:46.184","102611.634",""
"06/15/2021","10:11:02.160","3638.589",""
"06/15/2021","10:11:19.524","102611.634",""
"06/15/2021","10:15:26.721","3638.589",""
"06/15/2021","10:15:43.962","102611.634",""
"06/15/2021","10:18:59.987","3638.589",""
"06/15/2021","10:19:17.105","102611.634",""
"06/15/2021","10:21:07.228","2259.761",""
"06/15/2021","10:21:30.272","3638.589",""
"06/15/2021","10:21:46.110","102611.634",""
"06/15/2021","10:24:22.396","3638.589",""
"06/15/2021","10:24:39.277","102611.634",""
"06/15/2021","10:26:39.030","3638.589",""
"06/15/2021","10:26:56.732","102611.634",""
"06/15/2021","10:28:28.524","3638.589",""
"06/15/2021","10:28:45.672","102611.634",""
"06/15/2021","10:30:50.046","2259.761",""
"06/15/2021","10:31:09.963","3638.589",""
"06/15/2021","10:31:29.611","102611.634",""
"06/15/2021","10:34:01.385","3638.589",""
"06/15/2021","10:34:18.701","102611.634",""
"06/15/2021","10:37:05.288","3638.589",""
"06/15/2021","10:37:23.031","102611.634",""
"06/15/2021","10:39:38.265","3638.589",""
"06/15/2021","10:39:55.571","102611.634",""
"06/15/2021","10:43:11.063","","Close (1)"
"06/15/2021","10:48:30.358","1527.128",""
"06/15/2021","10:48:38.604","","Open (2)"
"06/15/2021","10:48:50.411","2259.761",""
"06/15/2021","10:49:37.198","3638.589",""
"06/15/2021","10:50:58.212","2259.761",""
"06/15/2021","10:51:30.046","3638.589",""
"06/15/2021","10:56:21.626","1527.128",""
"06/15/2021","11:03:57.749","102611.634",""
"06/15/2021","11:04:11.571","","Close (1)"
"06/15/2021","11:13:42.327","2259.761",""
"06/15/2021","11:14:58.480","","Open (2)"
"06/15/2021","11:18:19.005","3638.589",""
"06/15/2021","11:19:07.553","2259.761",""
"06/15/2021","11:20:15.946","3638.589",""
"06/15/2021","11:21:01.192","2259.761",""
"06/15/2021","11:22:09.367","3638.589",""
"06/15/2021","11:22:47.880","2259.761",""
"06/15/2021","11:23:56.020","3638.589",""
"06/15/2021","11:24:41.317","2259.761",""
"06/15/2021","11:25:47.784","3638.589",""
"06/15/2021","11:26:32.559","2259.761",""
"06/15/2021","11:27:42.715","3638.589",""
"06/15/2021","11:28:27.706","2259.761",""
"06/15/2021","11:29:36.833","3638.589",""
"06/15/2021","11:30:21.814","2259.761",""
"06/15/2021","11:31:30.334","3638.589",""
"06/15/2021","11:32:11.392","2259.761",""
"06/15/2021","11:33:20.504","3638.589",""
"06/15/2021","11:34:06.328","2259.761",""
"06/15/2021","11:35:10.858","3638.589",""
"06/15/2021","11:35:51.807","2259.761",""
"06/15/2021","11:37:31.054","3638.589",""
"06/15/2021","11:49:29.767","102611.634",""
"06/15/2021","11:51:08.648","3638.589",""
"06/15/2021","11:51:25.008","102611.634",""
"06/15/2021","11:54:46.512","2259.761",""
"06/15/2021","11:55:01.925","3638.589",""
"06/15/2021","11:56:51.852","102611.634",""
"06/15/2021","12:00:58.247","3638.589",""
"06/15/2021","12:31:16.788","","Close (1)"
"06/15/2021","12:34:58.225","102611.634",""
"06/15/2021","12:35:11.024","","Open (2)"
"06/15/2021","12:39:51.566","2259.761",""
"06/15/2021","12:40:09.801","3638.589",""
"06/15/2021","12:49:16.010","102611.634",""
"06/15/2021","12:51:36.174","3638.589",""
"06/15/2021","12:51:51.985","102611.634",""
"06/15/2021","12:55:22.640","2259.761",""
"06/15/2021","12:55:38.055","3638.589",""
"06/15/2021","13:01:13.060","102611.634",""
"06/15/2021","13:04:03.382","3638.589",""
"06/15/2021","13:31:23.191","102611.634",""
"06/15/2021","13:35:53.931","3638.589",""
"06/15/2021","13:37:53.828","102611.634",""
"06/15/2021","13:40:47.331","2259.761",""
"06/15/2021","13:41:08.659","3638.589",""
"06/15/2021","13:52:08.476","102611.634",""
"06/15/2021","13:53:47.333","3638.589",""
"06/15/2021","13:54:03.552","102611.634",""
"06/15/2021","13:58:03.378","2259.761",""
"06/15/2021","13:58:15.304","3638.589",""
"06/15/2021","14:04:54.143","102611.634",""
"06/15/2021","14:08:07.172","3638.589",""
"06/15/2021","14:08:39.844","102611.634",""
"06/15/2021","14:12:32.723","3638.589",""
"06/15/2021","14:16:27.945","102611.634",""
"06/15/2021","14:19:08.693","2259.761",""
"06/15/2021","14:19:27.111","3638.589",""
"06/15/2021","14:20:12.761","102611.634",""
"06/15/2021","14:23:39.556","3638.589",""
"06/15/2021","14:24:08.373","102611.634",""
"06/15/2021","14:28:13.276","3638.589",""
"06/15/2021","14:28:40.240","102611.634",""
"06/15/2021","14:32:45.008","3638.589",""
"06/15/2021","14:33:02.229","102611.634",""
"06/15/2021","14:35:28.856","2259.761",""
"06/15/2021","14:35:49.752","3638.589",""
"06/15/2021","14:36:05.989","102611.634",""
"06/15/2021","14:40:50.285","3638.589",""
"06/15/2021","14:41:08.252","102611.634",""
"06/15/2021","14:43:39.768","3638.589",""
"06/15/2021","14:43:57.464","102611.634",""
"06/15/2021","14:47:37.384","3638.589",""
"06/15/2021","14:48:07.868","102611.634",""
"06/15/2021","14:51:15.594","2259.761",""
"06/15/2021","14:51:38.641","3638.589",""
"06/15/2021","14:51:54.294","102611.634",""
"06/15/2021","14:54:12.663","3638.589",""
"06/15/2021","14:54:29.290","102611.634",""
"06/15/2021","14:56:55.313","2259.761",""
"06/15/2021","14:57:14.733","3638.589",""
"06/15/2021","14:57:30.533","102611.634",""
"06/15/2021","15:01:34.809","3638.589",""
"06/15/2021","15:01:52.201","102611.634",""
"06/15/2021","15:04:11.775","3638.589",""
"06/15/2021","15:04:29.074","102611.634",""
"06/15/2021","15:07:07.552","2259.761",""
"06/15/2021","15:07:25.769","3638.589",""
"06/15/2021","15:07:45.073","102611.634",""
"06/15/2021","15:10:45.259","3638.589",""
"06/15/2021","15:11:02.430","102611.634",""
"06/15/2021","15:14:02.913","3638.589",""
"06/15/2021","15:14:20.409","102611.634",""
"06/15/2021","15:16:03.672","3638.589",""
"06/15/2021","15:16:21.409","102611.634",""
"06/15/2021","15:19:00.892","2259.761",""
"06/15/2021","15:19:19.186","3638.589",""
"06/15/2021","15:19:38.310","102611.634",""
"06/15/2021","15:21:21.973","3638.589",""
"06/15/2021","15:21:38.847","102611.634",""
"06/15/2021","15:24:11.223","2259.761",""
"06/15/2021","15:24:29.832","3638.589",""
"06/15/2021","15:24:49.191","102611.634",""
"06/15/2021","15:27:37.915","3638.589",""
"06/15/2021","15:27:55.356","102611.634",""
"06/15/2021","15:29:26.901","3638.589",""
"06/15/2021","15:29:44.152","102611.634",""
"06/15/2021","15:32:43.527","3638.589",""
"06/15/2021","15:33:01.338","102611.634",""
"06/15/2021","15:42:06.917","2259.761",""
"06/15/2021","16:12:05.831","3638.589",""
"06/15/2021","16:12:51.203","2259.761",""
"06/15/2021","16:14:05.152","3638.589",""
"06/15/2021","16:14:49.873","2259.761",""
"06/15/2021","16:16:00.791","3638.589",""
"06/15/2021","16:16:45.688","2259.761",""
"06/15/2021","16:17:53.428","3638.589",""
"06/15/2021","16:18:34.958","2259.761",""
"06/15/2021","16:19:45.755","3638.589",""
"06/15/2021","16:20:23.840","2259.761",""
"06/15/2021","16:21:36.283","3638.589",""
"06/15/2021","16:22:21.085","2259.761",""
"06/15/2021","16:23:28.910","3638.589",""
"06/15/2021","16:24:13.471","2259.761",""
"06/15/2021","16:25:22.133","3638.589",""
"06/15/2021","16:26:07.371","2259.761",""
"06/15/2021","16:27:14.395","3638.589",""
"06/15/2021","16:28:03.091","2259.761",""
"06/15/2021","16:29:12.299","3638.589",""
"06/15/2021","16:29:53.670","2259.761",""
"06/15/2021","16:31:03.561","3638.589",""
"06/15/2021","16:31:52.252","2259.761",""
"06/15/2021","16:33:03.395","3638.589",""
"06/15/2021","16:33:45.299","2259.761",""
"06/15/2021","16:34:55.942","3638.589",""
"06/15/2021","16:35:34.149","2259.761",""
"06/15/2021","16:36:49.317","3638.589",""
"06/15/2021","16:37:34.291","2259.761",""
"06/15/2021","16:38:41.961","3638.589",""
"06/15/2021","16:39:27.360","2259.761",""
"06/15/2021","16:40:38.388","3638.589",""
"06/15/2021","16:41:23.261","2259.761",""
"06/15/2021","16:42:36.446","3638.589",""
"06/15/2021","16:43:14.726","2259.761",""
"06/15/2021","16:44:30.507","3638.589",""
"06/15/2021","16:45:13.160","2259.761",""
"06/15/2021","16:46:24.303","3638.589",""
"06/15/2021","16:47:09.301","2259.761",""
"06/15/2021","16:48:20.479","3638.589",""
"06/15/2021","16:49:05.559","2259.761",""
"06/15/2021","16:50:14.027","3638.589",""
"06/15/2021","16:50:58.952","2259.761",""
"06/15/2021","16:52:10.628","3638.589",""
"06/15/2021","16:52:55.597","2259.761",""
"06/15/2021","16:54:05.344","3638.589",""
"06/15/2021","16:54:47.155","2259.761",""
