"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","9953149 (1139918) [Glacios]"
"08/12/2021","14:24:47.027","Close (1)"
"08/12/2021","14:30:41.174","Unknown (0)"
"08/12/2021","14:30:41.533","Open (2)"
"08/12/2021","15:09:14.453","Unknown (0)"
"08/12/2021","15:09:15.534","Close (1)"
"08/12/2021","15:14:23.047","Unknown (0)"
"08/12/2021","15:14:23.539","Open (2)"
"08/12/2021","15:15:25.583","Unknown (0)"
"08/12/2021","15:15:26.535","Close (1)"
"08/12/2021","15:20:18.316","Unknown (0)"
"08/12/2021","15:20:18.541","Open (2)"
"08/12/2021","15:50:04.944","Unknown (0)"
"08/12/2021","15:50:06.039","Close (1)"
"08/12/2021","15:54:46.594","Unknown (0)"
"08/12/2021","15:54:47.046","Open (2)"
"08/12/2021","16:38:54.531","Unknown (0)"
"08/12/2021","16:38:55.546","Close (1)"
"08/12/2021","16:44:58.065","Unknown (0)"
"08/12/2021","16:44:58.553","Open (2)"
"08/12/2021","17:21:39.889","Unknown (0)"
"08/12/2021","17:21:41.052","Close (1)"
"08/12/2021","18:21:41.053","Close (1)"
"08/12/2021","19:21:41.054","Close (1)"
"08/12/2021","20:21:41.055","Close (1)"
"08/12/2021","21:21:41.056","Close (1)"
"08/12/2021","22:21:41.057","Close (1)"
"08/12/2021","23:21:41.057","Close (1)"
"08/13/2021","00:21:41.058","Close (1)"
"08/13/2021","01:21:41.059","Close (1)"
"08/13/2021","02:21:41.060","Close (1)"
"08/13/2021","03:21:41.061","Close (1)"
"08/13/2021","04:21:41.062","Close (1)"
"08/13/2021","05:21:41.063","Close (1)"
"08/13/2021","06:21:41.064","Close (1)"
"08/13/2021","07:21:41.065","Close (1)"
"08/13/2021","08:21:41.066","Close (1)"
"08/13/2021","09:01:49.406","Unknown (0)"
"08/13/2021","09:01:49.669","Open (2)"
"08/13/2021","10:01:49.670","Open (2)"
"08/13/2021","10:27:22.265","Unknown (0)"
"08/13/2021","10:27:23.173","Close (1)"
"08/13/2021","10:58:32.422","Unknown (0)"
"08/13/2021","10:58:32.682","Open (2)"
"08/13/2021","11:58:32.683","Open (2)"
"08/13/2021","12:28:00.837","Unknown (0)"
"08/13/2021","12:28:01.688","Close (1)"
"08/13/2021","13:28:01.689","Close (1)"
"08/13/2021","13:28:29.264","Unknown (0)"
"08/13/2021","13:28:29.701","Open (2)"
"08/13/2021","13:54:39.091","Unknown (0)"
"08/13/2021","13:54:40.199","Close (1)"
"08/13/2021","14:54:40.200","Close (1)"
"08/13/2021","15:54:40.201","Close (1)"
"08/13/2021","16:54:40.202","Close (1)"
"08/13/2021","17:54:40.203","Close (1)"
"08/13/2021","18:02:38.274","Unknown (0)"
"08/13/2021","18:02:38.733","Open (2)"
"08/13/2021","18:07:10.465","Unknown (0)"
"08/13/2021","18:07:11.228","Close (1)"
"08/13/2021","19:07:11.229","Close (1)"
"08/13/2021","19:42:10.269","Unknown (0)"
"08/13/2021","19:42:10.745","Open (2)"
"08/13/2021","20:04:06.111","Unknown (0)"
"08/13/2021","20:04:07.240","Close (1)"
"08/13/2021","21:04:07.241","Close (1)"
"08/13/2021","22:04:07.242","Close (1)"
"08/13/2021","23:04:07.243","Close (1)"
"08/14/2021","00:04:07.244","Close (1)"
"08/14/2021","01:04:07.245","Close (1)"
"08/14/2021","02:04:07.246","Close (1)"
"08/14/2021","03:04:07.247","Close (1)"
"08/14/2021","04:04:07.248","Close (1)"
"08/14/2021","05:04:07.248","Close (1)"
"08/14/2021","06:04:07.249","Close (1)"
"08/14/2021","07:04:07.250","Close (1)"
"08/14/2021","08:04:07.251","Close (1)"
"08/14/2021","09:04:07.252","Close (1)"
"08/14/2021","10:04:07.253","Close (1)"
"08/14/2021","11:04:07.254","Close (1)"
"08/14/2021","12:04:07.255","Close (1)"
"08/14/2021","13:04:07.256","Close (1)"
"08/14/2021","14:04:07.257","Close (1)"
"08/14/2021","15:04:07.258","Close (1)"
"08/14/2021","16:04:07.258","Close (1)"
"08/14/2021","17:04:07.259","Close (1)"
"08/14/2021","18:04:07.260","Close (1)"
"08/14/2021","19:04:07.261","Close (1)"
"08/14/2021","20:04:07.262","Close (1)"
"08/14/2021","21:04:07.263","Close (1)"
"08/14/2021","22:04:07.264","Close (1)"
"08/14/2021","23:04:07.265","Close (1)"
"08/15/2021","00:04:07.266","Close (1)"
"08/15/2021","01:04:07.267","Close (1)"
"08/15/2021","02:04:07.268","Close (1)"
"08/15/2021","03:04:07.268","Close (1)"
"08/15/2021","04:04:07.269","Close (1)"
"08/15/2021","05:04:07.270","Close (1)"
"08/15/2021","06:04:07.271","Close (1)"
"08/15/2021","07:04:07.272","Close (1)"
"08/15/2021","08:04:07.273","Close (1)"
"08/15/2021","09:04:07.274","Close (1)"
"08/15/2021","10:04:07.275","Close (1)"
"08/15/2021","11:04:07.276","Close (1)"
"08/15/2021","12:04:07.277","Close (1)"
"08/15/2021","13:04:07.278","Close (1)"
"08/15/2021","14:04:07.278","Close (1)"
"08/15/2021","15:04:07.279","Close (1)"
"08/15/2021","16:04:07.280","Close (1)"
"08/15/2021","17:04:07.281","Close (1)"
"08/15/2021","18:04:07.282","Close (1)"
"08/15/2021","19:04:07.283","Close (1)"
"08/15/2021","20:04:07.284","Close (1)"
"08/15/2021","21:04:07.285","Close (1)"
"08/15/2021","22:04:07.286","Close (1)"
"08/15/2021","23:04:07.287","Close (1)"
"08/16/2021","00:04:07.287","Close (1)"
"08/16/2021","01:04:07.288","Close (1)"
"08/16/2021","02:04:07.289","Close (1)"
"08/16/2021","03:04:07.290","Close (1)"
"08/16/2021","04:04:07.291","Close (1)"
"08/16/2021","05:04:07.292","Close (1)"
"08/16/2021","06:04:07.293","Close (1)"
"08/16/2021","07:04:07.294","Close (1)"
"08/16/2021","08:04:07.295","Close (1)"
"08/16/2021","09:04:07.296","Close (1)"
"08/16/2021","09:11:15.743","Unknown (0)"
"08/16/2021","09:11:16.115","Open (2)"
"08/16/2021","09:28:48.191","Unknown (0)"
"08/16/2021","09:28:49.112","Close (1)"
"08/16/2021","10:02:58.925","Unknown (0)"
"08/16/2021","10:02:59.619","Open (2)"
"08/16/2021","10:25:29.024","Unknown (0)"
"08/16/2021","10:25:30.118","Close (1)"
"08/16/2021","10:27:18.893","Unknown (0)"
"08/16/2021","10:27:19.124","Open (2)"
"08/16/2021","10:34:58.114","Unknown (0)"
"08/16/2021","10:34:59.118","Close (1)"
"08/16/2021","10:39:34.722","Unknown (0)"
"08/16/2021","10:39:35.125","Open (2)"
"08/16/2021","11:26:15.632","Unknown (0)"
"08/16/2021","11:26:16.624","Close (1)"
"08/16/2021","11:32:02.107","Unknown (0)"
"08/16/2021","11:32:02.627","Open (2)"
"08/16/2021","12:08:12.160","Unknown (0)"
"08/16/2021","12:08:13.127","Close (1)"
"08/16/2021","12:13:09.556","Unknown (0)"
"08/16/2021","12:13:10.131","Open (2)"
"08/16/2021","12:13:47.866","Unknown (0)"
"08/16/2021","12:13:48.628","Close (1)"
"08/16/2021","12:18:13.620","Unknown (0)"
"08/16/2021","12:18:14.135","Open (2)"
"08/16/2021","13:02:44.797","Unknown (0)"
"08/16/2021","13:02:45.633","Close (1)"
"08/16/2021","13:09:35.994","Unknown (0)"
"08/16/2021","13:09:36.637","Open (2)"
"08/16/2021","13:42:15.909","Unknown (0)"
"08/16/2021","13:42:17.136","Close (1)"
"08/16/2021","13:45:39.877","Unknown (0)"
"08/16/2021","13:45:40.143","Open (2)"
"08/16/2021","14:13:56.007","Unknown (0)"
"08/16/2021","14:13:57.140","Close (1)"
"08/16/2021","14:21:25.404","Unknown (0)"
"08/16/2021","14:21:25.647","Open (2)"
"08/16/2021","15:20:34.400","Unknown (0)"
"08/16/2021","15:20:35.147","Close (1)"
"08/16/2021","15:25:28.950","Unknown (0)"
"08/16/2021","15:25:29.649","Open (2)"
"08/16/2021","16:01:20.473","Unknown (0)"
"08/16/2021","16:01:21.651","Close (1)"
"08/16/2021","16:06:15.323","Unknown (0)"
"08/16/2021","16:06:15.656","Open (2)"
"08/16/2021","16:38:19.969","Unknown (0)"
"08/16/2021","16:38:21.155","Close (1)"
"08/16/2021","16:58:31.953","Unknown (0)"
"08/16/2021","16:58:32.162","Open (2)"
"08/16/2021","17:58:32.163","Open (2)"
"08/16/2021","18:58:32.164","Open (2)"
"08/16/2021","19:58:32.164","Open (2)"
"08/16/2021","20:58:32.165","Open (2)"
"08/16/2021","21:58:32.166","Open (2)"
"08/16/2021","22:58:32.167","Open (2)"
"08/16/2021","23:58:32.168","Open (2)"
"08/17/2021","00:58:32.169","Open (2)"
"08/17/2021","01:58:32.170","Open (2)"
"08/17/2021","02:58:32.171","Open (2)"
"08/17/2021","03:58:32.172","Open (2)"
"08/17/2021","04:58:32.173","Open (2)"
"08/17/2021","05:58:32.174","Open (2)"
"08/17/2021","06:58:32.174","Open (2)"
"08/17/2021","07:58:32.175","Open (2)"
"08/17/2021","08:58:32.176","Open (2)"
"08/17/2021","09:01:27.690","Unknown (0)"
"08/17/2021","09:01:28.748","Close (1)"
"08/17/2021","09:47:15.663","Unknown (0)"
"08/17/2021","09:47:16.256","Open (2)"
"08/17/2021","10:08:21.007","Unknown (0)"
"08/17/2021","10:08:21.754","Close (1)"
"08/17/2021","10:10:19.781","Unknown (0)"
"08/17/2021","10:10:20.261","Open (2)"
"08/17/2021","10:25:08.747","Unknown (0)"
"08/17/2021","10:25:09.756","Close (1)"
"08/17/2021","10:30:50.892","Unknown (0)"
"08/17/2021","10:30:51.262","Open (2)"
"08/17/2021","11:12:37.794","Unknown (0)"
"08/17/2021","11:12:38.761","Close (1)"
"08/17/2021","11:17:17.708","Unknown (0)"
"08/17/2021","11:17:18.265","Open (2)"
"08/17/2021","11:54:06.897","Unknown (0)"
"08/17/2021","11:54:07.764","Close (1)"
"08/17/2021","12:00:08.886","Unknown (0)"
"08/17/2021","12:00:09.271","Open (2)"
"08/17/2021","13:00:09.271","Open (2)"
"08/17/2021","13:06:17.434","Unknown (0)"
"08/17/2021","13:06:18.272","Close (1)"
"08/17/2021","13:11:49.005","Unknown (0)"
"08/17/2021","13:11:49.278","Open (2)"
"08/17/2021","13:52:46.550","Unknown (0)"
"08/17/2021","13:52:47.776","Close (1)"
"08/17/2021","14:01:02.474","Unknown (0)"
"08/17/2021","14:01:02.781","Open (2)"
"08/17/2021","14:16:53.796","Unknown (0)"
"08/17/2021","14:16:54.778","Close (1)"
"08/17/2021","14:23:14.247","Unknown (0)"
"08/17/2021","14:23:14.782","Open (2)"
"08/17/2021","14:42:49.885","Unknown (0)"
"08/17/2021","14:42:50.781","Close (1)"
"08/17/2021","14:47:56.031","Unknown (0)"
"08/17/2021","14:47:56.286","Open (2)"
"08/17/2021","15:23:43.019","Unknown (0)"
"08/17/2021","15:23:43.784","Close (1)"
"08/17/2021","15:28:27.725","Unknown (0)"
"08/17/2021","15:28:28.287","Open (2)"
"08/17/2021","16:03:35.735","Unknown (0)"
"08/17/2021","16:03:36.789","Close (1)"
"08/17/2021","16:08:28.209","Unknown (0)"
"08/17/2021","16:08:28.792","Open (2)"
"08/17/2021","16:47:52.464","Unknown (0)"
"08/17/2021","16:47:53.293","Close (1)"
"08/17/2021","17:47:53.294","Close (1)"
"08/17/2021","18:47:53.295","Close (1)"
"08/17/2021","19:47:53.296","Close (1)"
"08/17/2021","20:47:53.297","Close (1)"
"08/17/2021","21:47:53.298","Close (1)"
"08/17/2021","22:47:53.298","Close (1)"
"08/17/2021","23:47:53.299","Close (1)"
"08/18/2021","00:47:53.300","Close (1)"
"08/18/2021","01:47:53.301","Close (1)"
"08/18/2021","02:47:53.302","Close (1)"
"08/18/2021","03:47:53.303","Close (1)"
"08/18/2021","04:47:53.304","Close (1)"
"08/18/2021","05:47:53.305","Close (1)"
"08/18/2021","06:47:53.306","Close (1)"
"08/18/2021","07:47:53.307","Close (1)"
"08/18/2021","08:47:53.308","Close (1)"
"08/18/2021","09:47:53.308","Close (1)"
"08/18/2021","10:42:53.777","Unknown (0)"
"08/18/2021","10:42:54.401","Open (2)"
"08/18/2021","11:42:54.402","Open (2)"
"08/18/2021","12:42:54.403","Open (2)"
"08/18/2021","12:45:32.433","Unknown (0)"
"08/18/2021","12:45:33.411","Close (1)"
"08/18/2021","12:50:29.191","Unknown (0)"
"08/18/2021","12:50:29.417","Open (2)"
"08/18/2021","13:50:29.418","Open (2)"
"08/18/2021","14:50:29.419","Open (2)"
"08/18/2021","15:50:29.420","Open (2)"
"08/18/2021","16:50:29.421","Open (2)"
"08/18/2021","17:50:29.422","Open (2)"
"08/18/2021","18:50:29.423","Open (2)"
"08/18/2021","19:50:29.423","Open (2)"
"08/18/2021","20:50:29.424","Open (2)"
"08/18/2021","21:50:29.425","Open (2)"
"08/18/2021","22:50:29.426","Open (2)"
"08/18/2021","23:50:29.427","Open (2)"
"08/19/2021","00:50:29.428","Open (2)"
"08/19/2021","01:50:29.429","Open (2)"
"08/19/2021","02:50:29.430","Open (2)"
"08/19/2021","03:50:29.431","Open (2)"
"08/19/2021","04:50:29.432","Open (2)"
"08/19/2021","05:50:29.433","Open (2)"
"08/19/2021","06:50:29.433","Open (2)"
"08/19/2021","07:50:29.434","Open (2)"
"08/19/2021","08:50:29.435","Open (2)"
"08/19/2021","09:50:29.436","Open (2)"
"08/19/2021","10:50:29.437","Open (2)"
"08/19/2021","11:50:29.438","Open (2)"
"08/19/2021","12:50:29.439","Open (2)"
"08/19/2021","13:14:04.122","Unknown (0)"
"08/19/2021","13:14:05.060","Close (1)"
"08/19/2021","14:14:05.061","Close (1)"
"08/19/2021","15:14:05.062","Close (1)"
"08/19/2021","16:14:05.063","Close (1)"
"08/19/2021","17:14:05.064","Close (1)"
"08/19/2021","18:14:05.064","Close (1)"
"08/19/2021","19:14:05.065","Close (1)"
"08/19/2021","20:14:05.066","Close (1)"
"08/19/2021","21:14:05.067","Close (1)"
"08/19/2021","22:14:05.068","Close (1)"
"08/19/2021","23:14:05.069","Close (1)"
"08/20/2021","00:14:05.070","Close (1)"
"08/20/2021","01:14:05.071","Close (1)"
"08/20/2021","02:14:05.072","Close (1)"
"08/20/2021","03:14:05.073","Close (1)"
"08/20/2021","04:14:05.074","Close (1)"
"08/20/2021","05:14:05.074","Close (1)"
"08/20/2021","06:14:05.075","Close (1)"
"08/20/2021","07:14:05.076","Close (1)"
"08/20/2021","08:14:05.077","Close (1)"
"08/20/2021","09:14:05.078","Close (1)"
"08/20/2021","10:14:05.079","Close (1)"
"08/20/2021","11:14:05.080","Close (1)"
"08/20/2021","12:14:05.081","Close (1)"
"08/20/2021","12:16:40.771","Unknown (0)"
"08/20/2021","12:16:41.210","Open (2)"
"08/20/2021","12:25:58.877","Unknown (0)"
"08/20/2021","12:25:59.705","Close (1)"
"08/20/2021","12:32:04.893","Unknown (0)"
"08/20/2021","12:32:05.214","Open (2)"
"08/20/2021","13:07:09.070","Unknown (0)"
"08/20/2021","13:07:10.209","Close (1)"
"08/20/2021","13:19:58.428","Unknown (0)"
"08/20/2021","13:19:58.715","Open (2)"
"08/20/2021","14:04:17.082","Unknown (0)"
"08/20/2021","14:04:18.214","Close (1)"
"08/20/2021","14:13:19.369","Unknown (0)"
"08/20/2021","14:13:19.721","Open (2)"
"08/20/2021","14:14:49.680","Unknown (0)"
"08/20/2021","14:14:50.715","Close (1)"
"08/20/2021","14:21:29.114","Unknown (0)"
"08/20/2021","14:21:29.719","Open (2)"
"08/20/2021","14:31:20.988","Unknown (0)"
"08/20/2021","14:31:22.217","Close (1)"
"08/20/2021","14:32:53.430","Unknown (0)"
"08/20/2021","14:32:53.722","Open (2)"
"08/20/2021","14:37:59.535","Unknown (0)"
"08/20/2021","14:38:00.718","Close (1)"
"08/20/2021","14:42:44.537","Unknown (0)"
"08/20/2021","14:42:45.220","Open (2)"
"08/20/2021","15:00:19.753","Unknown (0)"
"08/20/2021","15:00:20.719","Close (1)"
"08/20/2021","16:00:20.720","Close (1)"
"08/20/2021","16:22:57.310","Unknown (0)"
"08/20/2021","17:22:57.311","Unknown (0)"
"08/20/2021","18:22:57.312","Unknown (0)"
"08/20/2021","19:22:57.313","Unknown (0)"
"08/20/2021","20:22:57.313","Unknown (0)"
"08/20/2021","21:22:57.314","Unknown (0)"
"08/20/2021","22:22:57.315","Unknown (0)"
"08/20/2021","23:22:57.316","Unknown (0)"
"08/21/2021","00:22:57.317","Unknown (0)"
"08/21/2021","01:22:57.318","Unknown (0)"
"08/21/2021","02:22:57.319","Unknown (0)"
"08/21/2021","03:22:57.320","Unknown (0)"
"08/21/2021","04:22:57.321","Unknown (0)"
"08/21/2021","04:24:37.843","Close (1)"
"08/21/2021","05:24:37.844","Close (1)"
"08/21/2021","06:24:37.845","Close (1)"
"08/21/2021","07:24:37.846","Close (1)"
"08/21/2021","08:24:37.847","Close (1)"
"08/21/2021","09:24:37.848","Close (1)"
"08/21/2021","10:24:37.849","Close (1)"
"08/21/2021","11:24:37.850","Close (1)"
"08/21/2021","12:24:37.851","Close (1)"
"08/21/2021","13:24:37.852","Close (1)"
"08/21/2021","14:24:37.853","Close (1)"
"08/21/2021","15:24:37.853","Close (1)"
"08/21/2021","16:24:37.854","Close (1)"
"08/21/2021","17:24:37.855","Close (1)"
"08/21/2021","18:24:37.856","Close (1)"
"08/21/2021","19:24:37.857","Close (1)"
"08/21/2021","20:24:37.858","Close (1)"
"08/21/2021","21:24:37.859","Close (1)"
"08/21/2021","22:24:37.860","Close (1)"
"08/21/2021","23:24:37.861","Close (1)"
"08/22/2021","00:24:37.862","Close (1)"
"08/22/2021","01:24:37.863","Close (1)"
"08/22/2021","02:24:37.863","Close (1)"
"08/22/2021","03:24:37.864","Close (1)"
"08/22/2021","04:24:37.865","Close (1)"
"08/22/2021","05:24:37.866","Close (1)"
"08/22/2021","06:24:37.867","Close (1)"
"08/22/2021","07:24:37.868","Close (1)"
"08/22/2021","08:24:37.869","Close (1)"
"08/22/2021","09:24:37.870","Close (1)"
"08/22/2021","10:24:37.871","Close (1)"
"08/22/2021","11:24:37.872","Close (1)"
"08/22/2021","12:24:37.873","Close (1)"
"08/22/2021","13:24:37.873","Close (1)"
"08/22/2021","14:24:37.874","Close (1)"
"08/22/2021","15:24:37.875","Close (1)"
"08/22/2021","16:24:37.876","Close (1)"
"08/22/2021","17:24:37.877","Close (1)"
"08/22/2021","18:24:37.878","Close (1)"
"08/22/2021","19:24:37.879","Close (1)"
"08/22/2021","20:24:37.880","Close (1)"
"08/22/2021","21:24:37.881","Close (1)"
"08/22/2021","22:24:37.882","Close (1)"
"08/22/2021","23:24:37.883","Close (1)"
"08/23/2021","00:24:37.883","Close (1)"
"08/23/2021","01:24:37.884","Close (1)"
"08/23/2021","02:24:37.885","Close (1)"
"08/23/2021","03:24:37.886","Close (1)"
"08/23/2021","04:24:37.887","Close (1)"
"08/23/2021","05:24:37.888","Close (1)"
"08/23/2021","06:24:37.889","Close (1)"
"08/23/2021","07:24:37.890","Close (1)"
"08/23/2021","08:24:37.891","Close (1)"
"08/23/2021","09:24:37.892","Close (1)"
"08/23/2021","09:35:20.258","Unknown (0)"
"08/23/2021","09:35:20.632","Open (2)"
"08/23/2021","09:54:39.674","Unknown (0)"
"08/23/2021","09:54:40.629","Close (1)"
"08/23/2021","10:01:23.661","Unknown (0)"
"08/23/2021","10:01:24.135","Open (2)"
"08/23/2021","10:19:34.987","Unknown (0)"
"08/23/2021","10:19:36.132","Close (1)"
"08/23/2021","10:26:44.349","Unknown (0)"
"08/23/2021","10:26:44.638","Open (2)"
"08/23/2021","11:26:44.639","Open (2)"
"08/23/2021","11:31:21.342","Unknown (0)"
"08/23/2021","11:31:22.138","Close (1)"
"08/23/2021","11:36:37.947","Unknown (0)"
"08/23/2021","11:36:38.645","Open (2)"
"08/23/2021","12:29:36.172","Unknown (0)"
"08/23/2021","12:29:37.143","Close (1)"
"08/23/2021","12:37:54.369","Unknown (0)"
"08/23/2021","12:37:54.650","Open (2)"
"08/23/2021","13:37:54.651","Open (2)"
"08/23/2021","14:09:10.550","Unknown (0)"
"08/23/2021","14:09:11.653","Close (1)"
"08/23/2021","14:23:39.053","Unknown (0)"
"08/23/2021","14:23:39.658","Open (2)"
"08/23/2021","15:03:53.311","Unknown (0)"
"08/23/2021","15:03:54.159","Close (1)"
"08/23/2021","15:10:27.456","Unknown (0)"
"08/23/2021","15:10:27.664","Open (2)"
"08/23/2021","16:08:59.185","Unknown (0)"
"08/23/2021","16:09:00.165","Close (1)"
"08/23/2021","16:16:01.028","Unknown (0)"
"08/23/2021","16:16:01.668","Open (2)"
"08/23/2021","16:39:26.031","Unknown (0)"
"08/23/2021","16:39:27.168","Close (1)"
"08/23/2021","16:44:15.937","Unknown (0)"
"08/23/2021","16:44:16.174","Open (2)"
"08/23/2021","17:44:16.175","Open (2)"
"08/23/2021","18:44:16.176","Open (2)"
"08/23/2021","19:44:16.177","Open (2)"
"08/23/2021","20:44:16.178","Open (2)"
"08/23/2021","21:44:16.179","Open (2)"
"08/23/2021","22:44:16.180","Open (2)"
"08/23/2021","23:44:16.181","Open (2)"
"08/24/2021","00:44:16.182","Open (2)"
"08/24/2021","01:23:17.439","Unknown (0)"
"08/24/2021","01:23:18.228","Close (1)"
"08/24/2021","02:23:18.229","Close (1)"
"08/24/2021","03:23:18.229","Close (1)"
"08/24/2021","04:23:18.230","Close (1)"
"08/24/2021","05:23:18.231","Close (1)"
"08/24/2021","06:23:18.232","Close (1)"
"08/24/2021","07:23:18.233","Close (1)"
"08/24/2021","08:23:18.234","Close (1)"
"08/24/2021","08:52:40.279","Unknown (0)"
"08/24/2021","08:52:40.790","Open (2)"
"08/24/2021","09:16:59.912","Unknown (0)"
"08/24/2021","09:17:00.786","Close (1)"
"08/24/2021","09:27:02.205","Unknown (0)"
"08/24/2021","09:27:02.790","Open (2)"
"08/24/2021","10:05:07.820","Unknown (0)"
"08/24/2021","10:05:08.791","Close (1)"
"08/24/2021","10:25:03.956","Unknown (0)"
"08/24/2021","10:25:04.298","Open (2)"
"08/24/2021","10:56:25.366","Unknown (0)"
"08/24/2021","10:56:26.295","Close (1)"
"08/24/2021","11:01:38.554","Unknown (0)"
"08/24/2021","11:01:38.801","Open (2)"
"08/24/2021","11:26:54.627","Unknown (0)"
"08/24/2021","11:26:55.799","Close (1)"
"08/24/2021","12:26:55.800","Close (1)"
"08/24/2021","12:42:39.138","Unknown (0)"
"08/24/2021","12:42:39.812","Open (2)"
"08/24/2021","13:42:39.813","Open (2)"
"08/24/2021","14:42:39.814","Open (2)"
"08/24/2021","15:42:39.815","Open (2)"
"08/24/2021","16:42:39.816","Open (2)"
"08/24/2021","17:38:57.352","Unknown (0)"
"08/24/2021","17:38:58.342","Close (1)"
"08/24/2021","18:38:58.343","Close (1)"
"08/24/2021","19:38:58.344","Close (1)"
"08/24/2021","20:38:58.345","Close (1)"
"08/24/2021","21:38:58.346","Close (1)"
"08/24/2021","22:38:58.346","Close (1)"
"08/24/2021","23:38:58.347","Close (1)"
"08/25/2021","00:38:58.348","Close (1)"
"08/25/2021","01:38:58.349","Close (1)"
"08/25/2021","02:38:58.350","Close (1)"
"08/25/2021","03:38:58.351","Close (1)"
"08/25/2021","04:38:58.352","Close (1)"
"08/25/2021","05:38:58.353","Close (1)"
"08/25/2021","06:38:58.354","Close (1)"
"08/25/2021","07:38:58.355","Close (1)"
"08/25/2021","08:38:58.356","Close (1)"
"08/25/2021","09:38:58.356","Close (1)"
"08/25/2021","10:27:50.293","Unknown (0)"
"08/25/2021","10:40:45.093","Close (1)"
"08/25/2021","10:54:41.263","Unknown (0)"
"08/25/2021","11:12:29.063","Close (1)"
"08/25/2021","11:26:30.997","Unknown (0)"
"08/25/2021","12:26:30.997","Unknown (0)"
"08/25/2021","13:26:30.998","Unknown (0)"
"08/25/2021","13:55:57.956","Close (1)"
"08/25/2021","14:55:57.957","Close (1)"
"08/25/2021","15:55:57.958","Close (1)"
"08/25/2021","16:55:57.959","Close (1)"
"08/25/2021","17:55:57.960","Close (1)"
"08/25/2021","18:55:57.961","Close (1)"
"08/25/2021","19:55:57.962","Close (1)"
"08/25/2021","20:55:57.963","Close (1)"
"08/25/2021","21:55:57.964","Close (1)"
"08/25/2021","22:55:57.965","Close (1)"
"08/25/2021","23:55:57.965","Close (1)"
"08/26/2021","00:55:57.966","Close (1)"
"08/26/2021","01:55:57.967","Close (1)"
"08/26/2021","02:55:57.968","Close (1)"
"08/26/2021","03:55:57.969","Close (1)"
"08/26/2021","04:55:57.970","Close (1)"
"08/26/2021","05:55:57.971","Close (1)"
"08/26/2021","06:55:57.972","Close (1)"
"08/26/2021","07:33:26.633","Unknown (0)"
"08/26/2021","08:33:26.634","Unknown (0)"
"08/26/2021","09:33:26.635","Unknown (0)"
"08/26/2021","09:52:22.371","Close (1)"
"08/26/2021","10:52:22.372","Close (1)"
"08/26/2021","11:52:22.373","Close (1)"
"08/26/2021","12:52:22.374","Close (1)"
"08/26/2021","13:46:34.644","Unknown (0)"
"08/26/2021","13:46:35.179","Open (2)"
"08/26/2021","13:57:54.635","Unknown (0)"
"08/26/2021","13:57:55.677","Close (1)"
"08/26/2021","13:58:12.995","Unknown (0)"
"08/26/2021","13:58:13.680","Open (2)"
"08/26/2021","13:58:15.190","Unknown (0)"
"08/26/2021","13:58:16.177","Close (1)"
"08/26/2021","13:58:24.343","Unknown (0)"
"08/26/2021","13:58:24.683","Open (2)"
"08/26/2021","14:06:00.768","Unknown (0)"
"08/26/2021","14:06:01.678","Close (1)"
"08/26/2021","14:09:07.134","Unknown (0)"
"08/26/2021","14:09:07.680","Open (2)"
"08/26/2021","14:10:56.666","Unknown (0)"
"08/26/2021","14:10:57.678","Close (1)"
"08/26/2021","14:16:33.719","Unknown (0)"
"08/26/2021","14:17:01.809","Close (1)"
"08/26/2021","14:18:40.188","Unknown (0)"
"08/26/2021","14:18:40.822","Open (2)"
"08/26/2021","14:18:43.349","Unknown (0)"
"08/26/2021","14:18:44.309","Close (1)"
"08/26/2021","14:19:28.840","Unknown (0)"
"08/26/2021","14:19:29.315","Open (2)"
"08/26/2021","14:20:08.952","Unknown (0)"
"08/26/2021","14:20:09.809","Close (1)"
"08/26/2021","14:22:59.469","Unknown (0)"
"08/26/2021","14:22:59.822","Open (2)"
"08/26/2021","14:54:46.156","Unknown (0)"
"08/26/2021","14:54:47.313","Close (1)"
"08/26/2021","14:59:20.800","Unknown (0)"
"08/26/2021","14:59:21.316","Open (2)"
"08/26/2021","15:59:21.317","Open (2)"
"08/26/2021","16:42:36.647","Unknown (0)"
"08/26/2021","16:42:37.824","Close (1)"
"08/26/2021","16:49:43.251","Unknown (0)"
"08/26/2021","16:49:43.828","Open (2)"
"08/26/2021","17:49:43.829","Open (2)"
"08/26/2021","17:57:53.896","Unknown (0)"
"08/26/2021","17:57:54.832","Close (1)"
"08/26/2021","18:57:54.833","Close (1)"
"08/26/2021","19:57:54.833","Close (1)"
"08/26/2021","20:57:54.834","Close (1)"
"08/26/2021","21:57:54.835","Close (1)"
"08/26/2021","22:57:54.836","Close (1)"
"08/26/2021","23:57:54.837","Close (1)"
"08/27/2021","00:57:54.838","Close (1)"
"08/27/2021","01:57:54.839","Close (1)"
"08/27/2021","02:57:54.840","Close (1)"
"08/27/2021","03:57:54.841","Close (1)"
"08/27/2021","04:57:54.842","Close (1)"
"08/27/2021","05:57:54.843","Close (1)"
"08/27/2021","06:57:54.843","Close (1)"
"08/27/2021","07:57:54.844","Close (1)"
"08/27/2021","08:57:54.845","Close (1)"
"08/27/2021","09:57:54.846","Close (1)"
"08/27/2021","10:32:29.495","Unknown (0)"
"08/27/2021","10:32:29.950","Open (2)"
