"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]","3846 (1137337) [Titan Krios G3i (3.1)]"
"06/15/2021","04:28:07.528","2259.761",""
"06/15/2021","04:28:41.310","80742.017",""
"06/15/2021","04:30:09.492","2259.761",""
"06/15/2021","04:30:26.152","80742.017",""
"06/15/2021","04:40:46.161","938.645",""
"06/15/2021","04:41:06.359","2259.761",""
"06/15/2021","04:41:33.053","80742.017",""
"06/15/2021","04:53:18.675","2259.761",""
"06/15/2021","04:53:48.427","80742.017",""
"06/15/2021","04:55:19.271","2259.761",""
"06/15/2021","04:55:39.303","80742.017",""
"06/15/2021","05:09:05.795","938.645",""
"06/15/2021","05:09:58.892","2259.761",""
"06/15/2021","05:10:37.360","938.645",""
"06/15/2021","05:10:53.258","2259.761",""
"06/15/2021","05:11:22.116","80742.017",""
"06/15/2021","05:12:44.730","2259.761",""
"06/15/2021","05:13:04.262","80742.017",""
"06/15/2021","05:24:07.483","938.645",""
"06/15/2021","05:24:27.814","2259.761",""
"06/15/2021","05:24:49.793","80742.017",""
"06/15/2021","05:35:20.131","2259.761",""
"06/15/2021","05:35:53.257","80742.017",""
"06/15/2021","05:37:14.392","2259.761",""
"06/15/2021","05:37:34.367","80742.017",""
"06/15/2021","05:52:49.356","938.645",""
"06/15/2021","05:53:09.252","2259.761",""
"06/15/2021","05:53:40.206","80742.017",""
"06/15/2021","05:54:57.879","2259.761",""
"06/15/2021","05:55:17.367","80742.017",""
"06/15/2021","06:04:21.264","938.645",""
"06/15/2021","06:04:40.860","2259.761",""
"06/15/2021","06:05:07.313","80742.017",""
"06/15/2021","06:16:38.441","938.645",""
"06/15/2021","06:17:30.524","2259.761",""
"06/15/2021","06:18:08.731","938.645",""
"06/15/2021","06:18:25.811","2259.761",""
"06/15/2021","06:18:57.600","80742.017",""
"06/15/2021","06:20:20.690","2259.761",""
"06/15/2021","06:20:40.820","80742.017",""
"06/15/2021","06:30:08.354","938.645",""
"06/15/2021","06:30:28.825","2259.761",""
"06/15/2021","06:30:54.933","80742.017",""
"06/15/2021","06:37:28.667","2259.761",""
"06/15/2021","06:38:02.192","80742.017",""
"06/15/2021","06:39:26.487","2259.761",""
"06/15/2021","06:39:46.633","80742.017",""
"06/15/2021","06:52:11.544","938.645",""
"06/15/2021","06:52:30.755","2259.761",""
"06/15/2021","06:52:52.304","80742.017",""
"06/15/2021","07:05:18.392","2259.761",""
"06/15/2021","07:05:47.199","80742.017",""
"06/15/2021","07:07:15.358","2259.761",""
"06/15/2021","07:07:34.957","80742.017",""
"06/15/2021","07:13:29.331","2259.761",""
"06/15/2021","07:14:40.150","80742.017",""
"06/15/2021","07:27:31.993","938.645",""
"06/15/2021","07:27:51.275","2259.761",""
"06/15/2021","07:28:22.880","80742.017",""
"06/15/2021","07:29:47.885","2259.761",""
"06/15/2021","07:30:07.492","80742.017",""
"06/15/2021","07:38:34.578","938.645",""
"06/15/2021","07:38:54.880","2259.761",""
"06/15/2021","07:39:21.437","80742.017",""
"06/15/2021","07:54:07.305","938.645",""
"06/15/2021","07:55:03.000","2259.761",""
"06/15/2021","07:55:40.742","938.645",""
"06/15/2021","07:55:57.099","2259.761",""
"06/15/2021","07:56:27.375","80742.017",""
"06/15/2021","07:57:49.782","2259.761",""
"06/15/2021","07:58:09.514","80742.017",""
"06/15/2021","08:10:31.194","938.645",""
"06/15/2021","08:10:51.720","2259.761",""
"06/15/2021","08:11:18.688","80742.017",""
"06/15/2021","08:30:43.089","2259.761",""
"06/15/2021","08:31:14.036","80742.017",""
"06/15/2021","08:32:36.954","2259.761",""
"06/15/2021","08:32:53.375","80742.017",""
"06/15/2021","08:44:19.540","938.645",""
"06/15/2021","08:44:39.765","2259.761",""
"06/15/2021","08:45:05.583","80742.017",""
"06/15/2021","08:59:08.669","2259.761",""
"06/15/2021","08:59:39.908","80742.017",""
"06/15/2021","09:01:03.457","2259.761",""
"06/15/2021","09:01:23.202","80742.017",""
"06/15/2021","09:14:50.589","938.645",""
"06/15/2021","09:15:08.593","2259.761",""
"06/15/2021","09:15:38.177","80742.017",""
"06/15/2021","09:17:01.689","2259.761",""
"06/15/2021","09:17:21.673","80742.017",""
"06/15/2021","09:32:35.997","938.645",""
"06/15/2021","09:32:55.348","2259.761",""
"06/15/2021","09:33:26.004","80742.017",""
"06/15/2021","09:34:46.612","2259.761",""
"06/15/2021","09:35:09.762","80742.017",""
"06/15/2021","09:45:39.421","938.645",""
"06/15/2021","09:45:59.610","2259.761",""
"06/15/2021","09:46:26.077","80742.017",""
"06/15/2021","09:50:49.923","2259.761",""
"06/15/2021","09:51:20.556","80742.017",""
"06/15/2021","09:52:45.373","2259.761",""
"06/15/2021","09:53:05.085","80742.017",""
"06/15/2021","10:05:51.581","938.645",""
"06/15/2021","10:06:48.935","2259.761",""
"06/15/2021","10:07:27.076","938.645",""
"06/15/2021","10:07:44.343","2259.761",""
"06/15/2021","10:08:16.728","80742.017",""
"06/15/2021","10:09:42.378","2259.761",""
"06/15/2021","10:10:02.064","80742.017",""
"06/15/2021","10:20:26.172","938.645",""
"06/15/2021","10:20:49.820","2259.761",""
"06/15/2021","10:21:12.863","80742.017",""
"06/15/2021","10:33:18.260","2259.761",""
"06/15/2021","10:33:52.261","80742.017",""
"06/15/2021","10:35:19.057","2259.761",""
"06/15/2021","10:35:38.892","80742.017",""
"06/15/2021","10:50:02.623","938.645",""
"06/15/2021","10:50:21.942","2259.761",""
"06/15/2021","10:50:48.991","80742.017",""
"06/15/2021","10:52:20.099","2259.761",""
"06/15/2021","10:52:36.463","80742.017",""
"06/15/2021","11:05:05.503","938.645",""
"06/15/2021","11:05:24.041","2259.761",""
"06/15/2021","11:05:49.437","80742.017",""
"06/15/2021","11:15:05.824","2259.761",""
"06/15/2021","11:15:43.289","80742.017",""
"06/15/2021","11:17:10.879","2259.761",""
"06/15/2021","11:17:30.277","80742.017",""
"06/15/2021","11:24:10.391","938.645",""
"06/15/2021","11:24:30.705","2259.761",""
"06/15/2021","11:24:57.682","80742.017",""
"06/15/2021","11:26:27.261","","Open (2)"
"06/15/2021","11:40:09.437","2259.761",""
"06/15/2021","11:40:42.175","80742.017",""
"06/15/2021","11:42:09.511","2259.761",""
"06/15/2021","11:42:29.283","80742.017",""
"06/15/2021","11:52:06.025","938.645",""
"06/15/2021","11:53:00.717","2259.761",""
"06/15/2021","11:53:39.188","938.645",""
"06/15/2021","11:53:56.162","2259.761",""
"06/15/2021","11:54:22.269","80742.017",""
"06/15/2021","12:04:50.587","2259.761",""
"06/15/2021","12:05:23.513","80742.017",""
"06/15/2021","12:06:59.476","2259.761",""
"06/15/2021","12:07:19.342","80742.017",""
"06/15/2021","12:11:37.835","2259.761",""
"06/15/2021","12:11:59.457","80742.017",""
"06/15/2021","12:12:33.830","2259.761",""
"06/15/2021","12:13:13.981","80742.017",""
"06/15/2021","12:23:54.854","938.645",""
"06/15/2021","12:24:14.994","2259.761",""
"06/15/2021","12:24:46.979","80742.017",""
"06/15/2021","12:26:23.054","2259.761",""
"06/15/2021","12:26:42.839","80742.017",""
"06/15/2021","12:36:16.116","938.645",""
"06/15/2021","12:36:36.197","2259.761",""
"06/15/2021","12:44:20.896","80742.017",""
"06/15/2021","12:45:55.817","2259.761",""
"06/15/2021","12:46:15.404","80742.017",""
"06/15/2021","12:52:55.661","938.645",""
"06/15/2021","12:53:16.918","2259.761",""
"06/15/2021","12:53:37.958","80742.017",""
"06/15/2021","13:02:50.930","2259.761",""
"06/15/2021","13:03:19.960","80742.017",""
"06/15/2021","13:04:58.202","2259.761",""
"06/15/2021","13:05:14.475","80742.017",""
"06/15/2021","13:13:39.776","938.645",""
"06/15/2021","13:13:59.368","2259.761",""
"06/15/2021","13:14:25.749","80742.017",""
"06/15/2021","13:24:58.115","2259.761",""
"06/15/2021","13:25:31.677","80742.017",""
"06/15/2021","13:27:05.549","2259.761",""
"06/15/2021","13:27:25.649","80742.017",""
"06/15/2021","13:41:26.555","938.645",""
"06/15/2021","13:42:28.747","2259.761",""
"06/15/2021","13:43:07.183","938.645",""
"06/15/2021","13:43:24.303","2259.761",""
"06/15/2021","13:43:55.896","80742.017",""
"06/15/2021","13:45:10.259","2259.761",""
"06/15/2021","13:45:33.172","80742.017",""
"06/15/2021","13:47:05.430","938.645",""
"06/15/2021","13:47:25.625","2259.761",""
"06/15/2021","13:47:51.851","80742.017",""
"06/15/2021","13:52:14.146","2259.761",""
"06/15/2021","13:52:41.957","80742.017",""
"06/15/2021","14:02:59.341","2259.761",""
"06/15/2021","14:03:31.578","80742.017",""
"06/15/2021","14:04:49.432","2259.761",""
"06/15/2021","14:05:05.777","80742.017",""
"06/15/2021","14:16:33.518","938.645",""
"06/15/2021","14:16:51.078","2259.761",""
"06/15/2021","14:17:16.336","80742.017",""
"06/15/2021","14:19:45.029","2259.761",""
"06/15/2021","14:20:14.062","80742.017",""
"06/15/2021","14:21:35.706","2259.761",""
"06/15/2021","14:21:55.220","80742.017",""
"06/15/2021","14:24:41.859","938.645",""
"06/15/2021","14:25:02.048","2259.761",""
"06/15/2021","14:25:25.040","80742.017",""
"06/15/2021","14:32:29.065","2259.761",""
"06/15/2021","14:32:52.789","80742.017",""
"06/15/2021","14:42:33.933","938.645",""
"06/15/2021","14:43:27.549","2259.761",""
"06/15/2021","14:44:07.172","938.645",""
"06/15/2021","14:44:23.467","2259.761",""
"06/15/2021","14:44:54.543","80742.017",""
"06/15/2021","14:46:10.721","2259.761",""
"06/15/2021","14:46:30.305","80742.017",""
"06/15/2021","14:56:34.029","938.645",""
"06/15/2021","14:56:54.196","2259.761",""
"06/15/2021","14:57:17.351","80742.017",""
"06/15/2021","15:12:51.804","2259.761",""
"06/15/2021","15:13:26.909","80742.017",""
"06/15/2021","15:14:41.659","2259.761",""
"06/15/2021","15:15:01.271","80742.017",""
"06/15/2021","15:22:12.806","938.645",""
"06/15/2021","15:22:33.562","2259.761",""
"06/15/2021","15:22:59.186","80742.017",""
"06/15/2021","15:31:25.317","2259.761",""
"06/15/2021","15:32:00.649","80742.017",""
"06/15/2021","15:33:15.717","2259.761",""
"06/15/2021","15:33:32.059","80742.017",""
"06/15/2021","15:44:56.533","938.645",""
"06/15/2021","15:45:17.814","2259.761",""
"06/15/2021","15:45:40.131","80742.017",""
"06/15/2021","15:59:01.768","2259.761",""
"06/15/2021","15:59:35.215","80742.017",""
"06/15/2021","16:00:51.026","2259.761",""
"06/15/2021","16:01:10.772","80742.017",""
"06/15/2021","16:16:48.205","938.645",""
"06/15/2021","16:17:39.161","2259.761",""
"06/15/2021","16:18:17.213","938.645",""
"06/15/2021","16:18:33.731","2259.761",""
"06/15/2021","16:19:05.153","80742.017",""
"06/15/2021","16:20:18.906","2259.761",""
"06/15/2021","16:20:35.253","80742.017",""
"06/15/2021","16:33:40.331","938.645",""
"06/15/2021","16:34:00.763","2259.761",""
"06/15/2021","16:34:23.005","80742.017",""
"06/15/2021","16:36:08.725","2259.761",""
"06/15/2021","16:36:27.071","80742.017",""
"06/15/2021","16:48:46.360","938.645",""
"06/15/2021","16:49:05.964","2259.761",""
"06/15/2021","16:49:31.017","80742.017",""
"06/15/2021","17:04:45.228","2259.761",""
"06/15/2021","17:05:16.984","80742.017",""
"06/15/2021","17:06:30.418","2259.761",""
"06/15/2021","17:06:50.436","80742.017",""
"06/15/2021","17:22:24.423","938.645",""
"06/15/2021","17:22:47.239","2259.761",""
"06/15/2021","17:23:14.723","80742.017",""
"06/15/2021","17:24:31.004","2259.761",""
"06/15/2021","17:24:50.603","80742.017",""
"06/15/2021","17:29:03.323","938.645",""
"06/15/2021","17:29:24.576","2259.761",""
"06/15/2021","17:29:50.969","80742.017",""
"06/15/2021","17:43:10.859","2259.761",""
"06/15/2021","17:43:42.230","80742.017",""
"06/15/2021","17:44:55.905","2259.761",""
"06/15/2021","17:45:15.781","80742.017",""
"06/15/2021","17:55:34.369","938.645",""
"06/15/2021","17:56:23.508","2259.761",""
"06/15/2021","17:57:03.024","938.645",""
"06/15/2021","17:57:19.807","2259.761",""
"06/15/2021","17:57:42.574","80742.017",""
"06/15/2021","18:08:07.603","2259.761",""
"06/15/2021","18:08:39.543","80742.017",""
"06/15/2021","18:09:50.678","2259.761",""
"06/15/2021","18:10:10.494","80742.017",""
"06/15/2021","18:21:32.303","938.645",""
"06/15/2021","18:21:57.873","2259.761",""
"06/15/2021","18:22:19.109","80742.017",""
"06/15/2021","18:37:55.190","2259.761",""
"06/15/2021","18:38:26.519","80742.017",""
"06/15/2021","18:39:37.852","2259.761",""
"06/15/2021","18:39:57.506","80742.017",""
"06/15/2021","18:55:14.289","938.645",""
"06/15/2021","18:55:33.540","2259.761",""
"06/15/2021","18:56:04.144","80742.017",""
"06/15/2021","18:57:15.978","2259.761",""
"06/15/2021","18:57:35.623","80742.017",""
"06/15/2021","19:04:56.510","938.645",""
"06/15/2021","19:05:20.449","2259.761",""
"06/15/2021","19:05:47.343","80742.017",""
"06/15/2021","19:18:07.225","2259.761",""
"06/15/2021","19:18:34.843","80742.017",""
"06/15/2021","19:19:49.005","2259.761",""
"06/15/2021","19:20:08.494","80742.017",""
"06/15/2021","19:27:43.462","938.645",""
"06/15/2021","19:28:39.159","2259.761",""
"06/15/2021","19:29:16.926","938.645",""
"06/15/2021","19:29:33.798","2259.761",""
"06/15/2021","19:30:00.454","80742.017",""
"06/15/2021","19:34:47.888","2259.761",""
"06/15/2021","19:35:30.037","80742.017",""
"06/15/2021","19:45:49.527","2259.761",""
"06/15/2021","19:46:25.581","80742.017",""
"06/15/2021","19:57:12.875","2259.761",""
"06/15/2021","19:57:43.218","80742.017",""
"06/15/2021","19:58:52.301","2259.761",""
"06/15/2021","19:59:12.594","80742.017",""
"06/15/2021","20:07:49.500","938.645",""
"06/15/2021","20:08:11.521","2259.761",""
"06/15/2021","20:08:37.330","80742.017",""
"06/15/2021","20:23:16.399","2259.761",""
"06/15/2021","20:23:47.239","80742.017",""
"06/15/2021","20:24:55.208","2259.761",""
"06/15/2021","20:25:11.712","80742.017",""
"06/15/2021","20:40:28.973","938.645",""
"06/15/2021","20:40:47.819","2259.761",""
"06/15/2021","20:41:13.380","80742.017",""
"06/15/2021","20:42:25.079","2259.761",""
"06/15/2021","20:42:45.232","80742.017",""
"06/15/2021","20:54:21.237","938.645",""
"06/15/2021","20:55:12.189","2259.761",""
"06/15/2021","20:55:49.653","938.645",""
"06/15/2021","20:56:06.798","2259.761",""
"06/15/2021","20:56:29.929","80742.017",""
"06/15/2021","20:58:10.649","2259.761",""
"06/15/2021","20:58:28.870","80742.017",""
"06/15/2021","21:17:37.624","938.645",""
"06/15/2021","21:17:56.878","2259.761",""
"06/15/2021","21:25:42.260","80742.017",""
"06/15/2021","21:26:56.018","2259.761",""
"06/15/2021","21:27:15.954","80742.017",""
"06/15/2021","21:42:50.191","938.645",""
"06/15/2021","21:43:13.815","2259.761",""
"06/15/2021","21:43:43.834","80742.017",""
"06/15/2021","21:44:54.342","2259.761",""
"06/15/2021","21:45:14.185","80742.017",""
"06/15/2021","21:58:15.473","938.645",""
"06/15/2021","21:58:35.978","2259.761",""
"06/15/2021","21:59:01.952","80742.017",""
"06/15/2021","22:00:39.756","2259.761",""
"06/15/2021","22:00:54.667","80742.017",""
"06/15/2021","22:14:36.717","938.645",""
"06/15/2021","22:14:56.339","2259.761",""
"06/15/2021","22:15:23.528","80742.017",""
"06/15/2021","22:16:34.924","2259.761",""
"06/15/2021","22:16:54.933","80742.017",""
"06/15/2021","22:32:30.684","938.645",""
"06/15/2021","22:32:49.323","2259.761",""
"06/15/2021","22:33:18.207","80742.017",""
"06/15/2021","22:34:29.564","2259.761",""
"06/15/2021","22:34:49.553","80742.017",""
"06/15/2021","22:46:56.359","2259.761",""
"06/15/2021","22:47:36.225","80742.017",""
"06/15/2021","22:57:52.624","938.645",""
"06/15/2021","22:58:12.663","2259.761",""
"06/15/2021","22:58:42.494","80742.017",""
"06/15/2021","22:59:54.222","2259.761",""
"06/15/2021","23:00:14.141","80742.017",""
"06/15/2021","23:08:10.394","2259.761",""
"06/15/2021","23:08:56.407","80742.017",""
"06/15/2021","23:17:12.142","938.645",""
"06/15/2021","23:17:32.724","2259.761",""
"06/15/2021","23:18:01.804","80742.017",""
"06/15/2021","23:19:09.535","2259.761",""
"06/15/2021","23:19:32.613","80742.017",""
"06/15/2021","23:26:27.262","","Open (2)"
"06/15/2021","23:29:57.713","938.645",""
"06/15/2021","23:30:49.262","2259.761",""
"06/15/2021","23:31:26.923","938.645",""
"06/15/2021","23:31:44.016","2259.761",""
"06/15/2021","23:32:10.229","80742.017",""
"06/15/2021","23:39:46.496","2259.761",""
"06/15/2021","23:40:15.813","80742.017",""
"06/15/2021","23:41:29.779","2259.761",""
"06/15/2021","23:41:46.166","80742.017",""
"06/15/2021","23:51:23.747","938.645",""
"06/15/2021","23:51:44.218","2259.761",""
"06/15/2021","23:52:06.924","80742.017",""
"06/16/2021","00:06:28.474","2259.761",""
"06/16/2021","00:06:58.001","80742.017",""
"06/16/2021","00:08:06.609","2259.761",""
"06/16/2021","00:08:26.548","80742.017",""
"06/16/2021","00:23:40.910","938.645",""
"06/16/2021","00:24:03.723","2259.761",""
"06/16/2021","00:24:32.371","80742.017",""
"06/16/2021","00:25:44.951","2259.761",""
"06/16/2021","00:26:05.014","80742.017",""
"06/16/2021","00:31:30.336","938.645",""
"06/16/2021","00:32:23.207","2259.761",""
"06/16/2021","00:33:01.233","938.645",""
"06/16/2021","00:33:18.305","2259.761",""
"06/16/2021","00:33:44.886","80742.017",""
"06/16/2021","00:44:15.515","2259.761",""
"06/16/2021","00:44:44.489","80742.017",""
"06/16/2021","00:45:53.046","2259.761",""
"06/16/2021","00:46:12.839","80742.017",""
"06/16/2021","00:52:59.675","938.645",""
"06/16/2021","00:53:20.227","2259.761",""
"06/16/2021","00:53:42.417","80742.017",""
"06/16/2021","01:03:18.086","2259.761",""
"06/16/2021","01:03:47.917","80742.017",""
"06/16/2021","01:04:24.802","2259.761",""
"06/16/2021","01:04:39.687","80742.017",""
"06/16/2021","01:13:10.400","938.645",""
"06/16/2021","01:13:29.094","2259.761",""
"06/16/2021","01:13:55.038","80742.017",""
"06/16/2021","01:22:53.015","2259.761",""
"06/16/2021","01:23:27.256","80742.017",""
"06/16/2021","01:24:03.097","2259.761",""
"06/16/2021","01:24:21.142","80742.017",""
"06/16/2021","01:31:43.961","938.645",""
"06/16/2021","01:32:37.726","2259.761",""
"06/16/2021","01:33:15.858","938.645",""
"06/16/2021","01:33:33.471","2259.761",""
"06/16/2021","01:33:56.839","80742.017",""
"06/16/2021","01:44:28.256","2259.761",""
"06/16/2021","01:44:57.020","80742.017",""
"06/16/2021","01:45:35.435","2259.761",""
"06/16/2021","01:45:50.159","80742.017",""
"06/16/2021","01:55:29.341","938.645",""
"06/16/2021","01:55:49.700","2259.761",""
"06/16/2021","01:56:15.298","80742.017",""
"06/16/2021","02:02:49.670","938.645",""
"06/16/2021","02:03:41.882","2259.761",""
"06/16/2021","02:04:19.652","938.645",""
"06/16/2021","02:04:36.842","2259.761",""
"06/16/2021","02:05:06.329","80742.017",""
"06/16/2021","02:05:47.870","2259.761",""
"06/16/2021","02:06:06.036","80742.017",""
"06/16/2021","02:13:22.218","938.645",""
"06/16/2021","02:13:42.653","2259.761",""
"06/16/2021","02:14:08.365","80742.017",""
"06/16/2021","02:21:45.321","2259.761",""
"06/16/2021","02:22:11.696","80742.017",""
"06/16/2021","02:22:53.811","2259.761",""
"06/16/2021","02:23:15.371","80742.017",""
"06/16/2021","02:33:23.065","938.645",""
"06/16/2021","02:33:41.790","2259.761",""
"06/16/2021","02:34:08.351","80742.017",""
"06/16/2021","02:43:24.955","2259.761",""
"06/16/2021","02:43:54.799","80742.017",""
"06/16/2021","02:44:37.658","2259.761",""
