"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]"
"06/20/2021","20:35:29.349","254.11"
"06/20/2021","20:35:42.736","254.3"
"06/20/2021","20:35:49.442","254.41"
"06/20/2021","20:36:02.859","254.61"
"06/20/2021","20:36:16.234","254.81"
"06/20/2021","20:36:29.633","255.01"
"06/20/2021","20:36:36.335","255.11"
"06/20/2021","20:36:49.731","255.3"
"06/20/2021","20:36:56.438","255.41"
"06/20/2021","20:37:09.834","255.61"
"06/20/2021","20:37:23.250","255.8"
"06/20/2021","20:37:36.627","256"
"06/20/2021","20:37:43.328","256.1"
"06/20/2021","20:37:56.752","256.29"
"06/20/2021","20:38:03.433","256.4"
"06/20/2021","20:38:16.828","256.6"
"06/20/2021","20:38:30.236","256.79"
"06/20/2021","20:38:43.625","256.99"
"06/20/2021","20:38:57.023","257.19"
"06/20/2021","20:39:03.733","257.29"
"06/20/2021","20:39:17.120","257.49"
"06/20/2021","20:39:30.521","257.67"
"06/20/2021","20:39:43.943","257.86"
"06/20/2021","20:39:57.319","258.05"
"06/20/2021","20:40:10.717","258.23"
"06/20/2021","20:40:24.134","258.42"
"06/20/2021","20:40:37.516","258.62"
"06/20/2021","20:40:50.917","258.81"
"06/20/2021","20:41:04.314","259"
"06/20/2021","20:41:11.013","259.1"
"06/20/2021","20:41:24.424","259.29"
"06/20/2021","20:41:37.811","259.49"
"06/20/2021","20:41:51.209","259.68"
"06/20/2021","20:42:04.624","259.87"
"06/20/2021","20:42:11.321","259.97"
"06/20/2021","20:42:24.709","260.17"
"06/20/2021","20:42:38.109","260.36"
"06/20/2021","20:42:51.518","260.56"
"06/20/2021","20:42:58.207","260.66"
"06/20/2021","20:43:11.608","260.86"
"06/20/2021","20:43:25.024","261.06"
"06/20/2021","20:43:38.409","261.25"
"06/20/2021","20:43:45.108","261.35"
"06/20/2021","20:43:58.524","261.55"
"06/20/2021","20:44:11.910","261.75"
"06/20/2021","20:44:18.602","261.85"
"06/20/2021","20:44:32.021","262.04"
"06/20/2021","20:44:45.399","262.24"
"06/20/2021","20:44:58.800","262.44"
"06/20/2021","20:45:05.518","262.54"
"06/20/2021","20:45:18.898","262.74"
"06/20/2021","20:45:32.296","262.94"
"06/20/2021","20:45:39.007","263.04"
"06/20/2021","20:45:52.412","263.25"
"06/20/2021","20:46:05.805","263.44"
"06/20/2021","20:46:12.497","263.55"
"06/20/2021","20:46:25.918","263.75"
"06/20/2021","20:46:32.589","263.85"
"06/20/2021","20:46:45.990","264.05"
"06/20/2021","20:46:59.401","264.26"
"06/20/2021","20:47:12.789","264.45"
"06/20/2021","20:47:19.496","264.56"
"06/20/2021","20:47:26.188","264.66"
"06/20/2021","20:47:32.906","264.77"
"06/20/2021","20:47:46.287","264.96"
"06/20/2021","20:47:52.986","265.07"
"06/20/2021","20:47:59.687","265.17"
"06/20/2021","20:48:06.406","265.28"
"06/20/2021","20:48:13.111","265.38"
"06/20/2021","20:48:19.784","265.48"
"06/20/2021","20:48:33.190","265.68"
"06/20/2021","20:48:39.902","265.79"
"06/20/2021","20:48:53.281","265.99"
"06/20/2021","20:48:59.981","266.1"
"06/20/2021","20:49:13.382","266.31"
"06/20/2021","20:49:20.090","266.41"
"06/20/2021","20:49:33.478","266.62"
"06/20/2021","20:49:40.185","266.72"
"06/20/2021","20:49:53.589","266.93"
"06/20/2021","20:50:06.977","267.14"
"06/20/2021","20:50:13.678","267.24"
"06/20/2021","20:50:20.377","267.35"
"06/20/2021","20:50:33.802","267.55"
"06/20/2021","20:50:40.495","267.66"
"06/20/2021","20:50:53.873","267.86"
"06/20/2021","20:51:00.581","267.97"
"06/20/2021","20:51:13.975","268.18"
"06/20/2021","20:51:27.373","268.39"
"06/20/2021","20:51:34.074","268.49"
"06/20/2021","20:51:40.783","268.6"
"06/20/2021","20:51:47.490","268.71"
"06/20/2021","20:51:54.172","268.81"
"06/20/2021","20:52:00.870","268.91"
"06/20/2021","20:52:07.571","269.02"
"06/20/2021","20:52:14.278","269.12"
"06/20/2021","20:52:20.991","269.23"
"06/20/2021","20:52:27.680","269.34"
"06/20/2021","20:52:34.369","269.44"
"06/20/2021","20:52:41.070","269.55"
"06/20/2021","20:52:54.484","269.76"
"06/20/2021","20:53:01.177","269.86"
"06/20/2021","20:53:07.867","269.97"
"06/20/2021","20:53:14.567","270.08"
"06/20/2021","20:53:21.266","270.18"
"06/20/2021","20:53:27.990","270.29"
"06/20/2021","20:53:41.363","270.5"
"06/20/2021","20:53:48.067","270.61"
"06/20/2021","20:54:01.472","270.82"
"06/20/2021","20:54:08.173","270.92"
"06/20/2021","20:54:14.863","271.03"
"06/20/2021","20:54:21.562","271.14"
"06/20/2021","20:54:28.262","271.24"
"06/20/2021","20:54:34.964","271.35"
"06/20/2021","20:54:41.690","271.46"
"06/20/2021","20:54:48.361","271.56"
"06/20/2021","20:54:55.059","271.67"
"06/20/2021","20:55:08.462","271.89"
"06/20/2021","20:55:15.168","271.99"
"06/20/2021","20:55:28.556","272.21"
"06/20/2021","20:55:35.257","272.31"
"06/20/2021","20:55:41.955","272.42"
"06/20/2021","20:55:55.379","272.63"
"06/20/2021","20:56:02.054","272.74"
"06/20/2021","20:56:15.453","272.96"
"06/20/2021","20:56:22.169","273.06"
"06/20/2021","20:56:28.872","273.16"
"06/20/2021","20:56:35.551","273.28"
"06/20/2021","20:56:42.251","273.38"
"06/20/2021","20:56:48.952","273.49"
"06/20/2021","20:56:55.661","273.6"
"06/20/2021","20:57:09.066","273.81"
"06/20/2021","20:57:15.749","273.92"
"06/20/2021","20:57:22.449","274.03"
"06/20/2021","20:57:29.148","274.13"
"06/20/2021","20:57:35.856","274.24"
"06/20/2021","20:57:42.564","274.35"
"06/20/2021","20:57:55.956","274.57"
"06/20/2021","20:58:02.646","274.67"
"06/20/2021","20:58:16.055","274.89"
"06/20/2021","20:58:22.772","274.99"
"06/20/2021","20:58:29.447","275.11"
"06/20/2021","20:58:42.847","275.31"
"06/20/2021","20:58:49.553","275.43"
"06/20/2021","20:59:02.943","275.64"
"06/20/2021","20:59:09.644","275.75"
"06/20/2021","20:59:16.343","275.85"
"06/20/2021","20:59:23.044","275.97"
"06/20/2021","20:59:36.445","276.19"
"06/20/2021","20:59:43.142","276.29"
"06/20/2021","20:59:56.542","276.51"
"06/20/2021","21:00:03.263","276.61"
"06/20/2021","21:00:09.940","276.72"
"06/20/2021","21:00:16.640","276.83"
"06/20/2021","21:00:23.340","276.93"
"06/20/2021","21:00:30.047","277.05"
"06/20/2021","21:00:43.450","277.27"
"06/20/2021","21:00:50.145","277.37"
"06/20/2021","21:00:56.839","277.48"
"06/20/2021","21:01:03.536","277.59"
"06/20/2021","21:01:10.253","277.69"
"06/20/2021","21:01:16.946","277.81"
"06/20/2021","21:01:23.635","277.91"
"06/20/2021","21:01:30.335","278.02"
"06/20/2021","21:01:37.035","278.13"
"06/20/2021","21:01:43.746","278.24"
"06/20/2021","21:01:57.131","278.45"
"06/20/2021","21:02:03.846","278.56"
"06/20/2021","21:02:10.531","278.67"
"06/20/2021","21:02:17.233","278.78"
"06/20/2021","21:02:23.943","278.89"
"06/20/2021","21:02:30.630","279"
"06/20/2021","21:02:37.329","279.1"
"06/20/2021","21:02:44.029","279.21"
"06/20/2021","21:02:50.728","279.32"
"06/20/2021","21:02:57.443","279.42"
"06/20/2021","21:03:04.146","279.54"
"06/20/2021","21:03:17.533","279.75"
"06/20/2021","21:03:24.225","279.86"
"06/20/2021","21:03:37.643","280.07"
"06/20/2021","21:03:44.324","280.18"
"06/20/2021","21:03:51.026","280.29"
"06/20/2021","21:04:04.421","280.5"
"06/20/2021","21:04:11.140","280.61"
"06/20/2021","21:04:17.822","280.72"
"06/20/2021","21:04:24.522","280.83"
"06/20/2021","21:04:31.227","280.94"
"06/20/2021","21:04:37.922","281.04"
"06/20/2021","21:04:44.642","281.15"
"06/20/2021","21:04:51.330","281.25"
"06/20/2021","21:04:58.022","281.37"
"06/20/2021","21:05:04.719","281.47"
"06/20/2021","21:05:11.421","281.58"
"06/20/2021","21:05:18.136","281.69"
"06/20/2021","21:05:24.829","281.79"
"06/20/2021","21:05:31.519","281.91"
"06/20/2021","21:05:44.923","282.11"
"06/20/2021","21:05:51.625","282.23"
"06/20/2021","21:06:05.018","282.44"
"06/20/2021","21:06:11.722","282.55"
"06/20/2021","21:06:18.416","282.66"
"06/20/2021","21:06:25.117","282.77"
"06/20/2021","21:06:31.818","282.87"
"06/20/2021","21:06:38.533","282.99"
"06/20/2021","21:06:51.915","283.19"
"06/20/2021","21:06:58.616","283.31"
"06/20/2021","21:07:05.322","283.41"
"06/20/2021","21:07:12.031","283.52"
"06/20/2021","21:07:18.732","283.63"
"06/20/2021","21:07:25.412","283.74"
"06/20/2021","21:07:32.113","283.85"
"06/20/2021","21:07:45.524","284.07"
"06/20/2021","21:07:52.228","284.17"
"06/20/2021","21:08:05.608","284.39"
"06/20/2021","21:08:12.308","284.49"
"06/20/2021","21:08:19.018","284.61"
"06/20/2021","21:08:32.406","284.82"
"06/20/2021","21:08:39.105","284.93"
"06/20/2021","21:08:52.506","285.14"
"06/20/2021","21:08:59.215","285.25"
"06/20/2021","21:09:05.915","285.35"
"06/20/2021","21:09:12.604","285.47"
"06/20/2021","21:09:26.004","285.69"
"06/20/2021","21:09:32.703","285.79"
"06/20/2021","21:09:39.433","285.9"
"06/20/2021","21:09:46.128","286.01"
"06/20/2021","21:09:52.801","286.11"
"06/20/2021","21:09:59.507","286.22"
"06/20/2021","21:10:06.206","286.33"
"06/20/2021","21:10:12.911","286.43"
"06/20/2021","21:10:19.599","286.55"
"06/20/2021","21:10:32.998","286.77"
"06/20/2021","21:10:39.698","286.87"
"06/20/2021","21:10:46.409","286.97"
"06/20/2021","21:10:53.118","287.09"
"06/20/2021","21:10:59.796","287.19"
"06/20/2021","21:11:06.501","287.3"
"06/20/2021","21:11:13.195","287.41"
"06/20/2021","21:11:26.616","287.63"
"06/20/2021","21:11:33.305","287.73"
"06/20/2021","21:11:39.994","287.84"
"06/20/2021","21:11:46.693","287.95"
"06/20/2021","21:11:53.395","288.05"
"06/20/2021","21:12:00.111","288.17"
"06/20/2021","21:12:13.491","288.38"
"06/20/2021","21:12:20.191","288.49"
"06/20/2021","21:12:26.898","288.6"
"06/20/2021","21:12:33.598","288.71"
"06/20/2021","21:12:40.305","288.81"
"06/20/2021","21:12:46.989","288.92"
"06/20/2021","21:12:53.688","289.03"
"06/20/2021","21:13:00.387","289.13"
"06/20/2021","21:13:07.087","289.25"
"06/20/2021","21:13:13.795","289.35"
"06/20/2021","21:13:20.502","289.47"
"06/20/2021","21:13:33.884","289.68"
"06/20/2021","21:13:40.584","289.79"
"06/20/2021","21:13:54.002","290"
"06/20/2021","21:14:00.683","290.11"
"06/20/2021","21:14:14.082","290.33"
"06/20/2021","21:14:20.781","290.43"
"06/20/2021","21:14:27.500","290.55"
"06/20/2021","21:14:40.881","290.75"
"06/20/2021","21:14:47.579","290.87"
"06/20/2021","21:14:54.279","290.97"
"06/20/2021","21:15:00.992","291.08"
"06/20/2021","21:15:07.697","291.19"
"06/20/2021","21:15:14.377","291.29"
"06/20/2021","21:15:21.077","291.41"
"06/20/2021","21:15:34.479","291.63"
"06/20/2021","21:15:41.187","291.73"
"06/20/2021","21:15:54.574","291.95"
"06/20/2021","21:16:01.275","292.05"
"06/20/2021","21:16:07.974","292.17"
"06/20/2021","21:16:21.399","292.38"
"06/20/2021","21:16:28.072","292.49"
"06/20/2021","21:16:41.472","292.71"
"06/20/2021","21:16:48.170","292.81"
"06/20/2021","21:16:54.886","292.92"
"06/20/2021","21:17:01.588","293.03"
"06/20/2021","21:17:08.270","293.13"
"06/20/2021","21:17:14.969","293.25"
"06/20/2021","21:17:21.669","293.35"
"06/20/2021","21:17:28.378","293.46"
"06/20/2021","21:17:35.094","293.57"
"06/20/2021","21:17:41.767","293.67"
"06/20/2021","21:17:48.467","293.79"
"06/20/2021","21:18:01.873","294"
"06/20/2021","21:18:08.584","294.11"
"06/20/2021","21:18:21.965","294.33"
"06/20/2021","21:18:28.665","294.43"
"06/20/2021","21:18:35.364","294.54"
"06/20/2021","21:18:42.082","294.65"
"06/20/2021","21:18:48.773","294.75"
"06/20/2021","21:18:55.464","294.87"
"06/20/2021","21:19:02.162","294.97"
"06/20/2021","21:19:08.861","295.08"
"06/20/2021","21:19:15.571","295.19"
"06/20/2021","21:19:22.280","295.3"
"06/20/2021","21:19:28.968","295.41"
"06/20/2021","21:19:42.360","295.62"
"06/20/2021","21:19:49.064","295.73"
"06/20/2021","21:20:02.460","295.95"
"06/20/2021","21:20:09.157","296.05"
"06/20/2021","21:20:15.857","296.16"
"06/20/2021","21:20:22.558","296.27"
"06/20/2021","21:20:29.274","296.38"
"06/20/2021","21:20:35.978","296.49"
"06/20/2021","21:20:49.356","296.69"
"06/20/2021","21:20:56.062","296.81"
"06/20/2021","21:21:02.755","296.91"
"06/20/2021","21:21:09.471","297.03"
"06/20/2021","21:21:16.154","297.13"
"06/20/2021","21:21:22.861","297.24"
"06/20/2021","21:21:29.552","297.35"
"06/20/2021","21:21:42.969","297.56"
"06/20/2021","21:21:49.654","297.67"
"06/20/2021","21:22:03.050","297.89"
"06/20/2021","21:22:09.750","297.99"
"06/20/2021","21:22:16.464","298.1"
"06/20/2021","21:22:23.165","298.21"
"06/20/2021","21:22:29.848","298.31"
"06/20/2021","21:22:36.550","298.42"
"06/20/2021","21:22:43.249","298.53"
"06/20/2021","21:22:49.955","298.64"
"06/20/2021","21:22:56.658","298.74"
"06/20/2021","21:23:10.049","298.96"
"06/20/2021","21:23:16.745","299.06"
"06/20/2021","21:23:23.446","299.17"
"06/20/2021","21:23:30.153","299.28"
"06/20/2021","21:23:36.855","299.38"
"06/20/2021","21:23:43.544","299.48"
"06/20/2021","21:23:56.943","299.68"
"06/20/2021","21:24:10.360","299.86"
"06/20/2021","21:24:23.741","300.03"
"06/20/2021","21:24:37.140","300.18"
"06/20/2021","21:24:50.563","300.31"
"06/20/2021","21:25:03.941","300.43"
"06/20/2021","21:25:24.058","300.57"
"06/20/2021","21:25:44.147","300.68"
"06/20/2021","21:26:10.939","300.79"
"06/20/2021","21:28:55.049","300.69"
"06/20/2021","21:29:28.547","300.58"
"06/20/2021","21:30:02.044","300.47"
"06/20/2021","21:30:28.842","300.36"
"06/20/2021","21:30:55.641","300.25"
"06/20/2021","21:31:22.441","300.14"
"06/20/2021","21:31:49.236","300.03"
"06/20/2021","21:32:16.051","299.91"
"06/20/2021","21:32:42.831","299.8"
"06/20/2021","21:33:09.629","299.68"
"06/20/2021","21:33:36.429","299.57"
"06/20/2021","21:34:03.228","299.45"
"06/20/2021","21:34:30.026","299.34"
"06/20/2021","21:34:56.824","299.23"
"06/20/2021","21:35:23.620","299.12"
"06/20/2021","21:35:50.419","299.01"
"06/20/2021","21:36:17.217","298.9"
"06/20/2021","21:36:50.715","298.77"
"06/20/2021","21:37:24.214","298.65"
"06/20/2021","21:37:57.711","298.52"
"06/20/2021","21:38:31.210","298.4"
"06/20/2021","21:39:04.708","298.28"
"06/20/2021","21:39:38.204","298.17"
"06/20/2021","21:40:11.702","298.05"
"06/20/2021","21:40:45.200","297.94"
"06/20/2021","21:41:18.697","297.84"
"06/20/2021","21:41:58.894","297.71"
"06/20/2021","21:42:39.091","297.6"
"06/20/2021","21:43:12.589","297.5"
"06/20/2021","21:43:46.086","297.4"
"06/20/2021","21:44:32.986","297.28"
"06/20/2021","21:45:13.180","297.17"
"06/20/2021","21:45:53.387","297.07"
"06/20/2021","21:46:40.273","296.96"
"06/20/2021","21:47:27.173","296.85"
"06/20/2021","21:48:14.065","296.74"
"06/20/2021","21:49:00.979","296.64"
"06/20/2021","21:49:54.560","296.53"
"06/20/2021","21:50:54.854","296.42"
"06/20/2021","21:51:48.450","296.31"
"06/20/2021","21:52:48.746","296.21"
"06/20/2021","21:53:49.041","296.1"
"06/20/2021","21:54:56.047","296"
"06/20/2021","21:55:56.332","295.9"
"06/20/2021","21:57:13.428","295.79"
"06/20/2021","21:58:30.418","295.69"
"06/20/2021","21:59:47.491","295.59"
"06/20/2021","22:01:21.308","295.48"
"06/20/2021","22:02:51.701","295.38"
"06/20/2021","22:04:32.211","295.28"
"06/20/2021","22:06:29.466","295.17"
"06/20/2021","22:08:30.069","295.07"
"06/20/2021","22:11:00.769","294.96"
"06/20/2021","22:13:48.255","294.85"
"06/20/2021","22:16:49.141","294.75"
"06/20/2021","22:20:20.204","294.65"
"06/20/2021","22:25:11.606","294.54"
"06/20/2021","22:31:13.382","294.44"
"06/20/2021","22:41:06.313","294.34"
"06/20/2021","23:35:32.298","294.44"
"06/20/2021","23:50:26.711","294.54"
"06/21/2021","00:05:24.453","294.65"
"06/21/2021","00:18:04.817","294.75"
"06/21/2021","00:30:15.062","294.85"
"06/21/2021","00:43:35.687","294.96"
"06/21/2021","00:55:25.837","295.06"
"06/21/2021","01:07:15.984","295.16"
"06/21/2021","01:20:13.144","295.27"
"06/21/2021","01:31:53.195","295.37"
"06/21/2021","01:43:43.342","295.47"
"06/21/2021","01:56:43.865","295.58"
"06/21/2021","02:08:47.416","295.68"
"06/21/2021","02:21:44.555","295.79"
"06/21/2021","02:35:05.140","295.9"
"06/21/2021","02:47:28.771","296"
"06/21/2021","02:59:55.786","296.1"
"06/21/2021","03:13:39.827","296.21"
"06/21/2021","03:26:16.875","296.31"
"06/21/2021","03:39:24.044","296.41"
"06/21/2021","03:53:31.537","296.52"
"06/21/2021","04:06:55.489","296.62"
"06/21/2021","04:20:19.430","296.72"
"06/21/2021","04:35:20.518","296.83"
"06/21/2021","04:49:11.252","296.93"
"06/21/2021","05:04:39.150","297.04"
"06/21/2021","05:20:50.554","297.15"
"06/21/2021","05:35:41.605","297.25"
"06/21/2021","05:50:35.979","297.35"
"06/21/2021","06:07:27.612","297.46"
"06/21/2021","06:23:15.576","297.56"
"06/21/2021","06:39:00.209","297.66"
"06/21/2021","06:43:21.490","297.51"
"06/21/2021","06:43:34.889","297.3"
"06/21/2021","06:43:41.600","297.13"
"06/21/2021","06:43:48.289","296.91"
"06/21/2021","06:43:54.991","296.62"
"06/21/2021","06:44:01.688","296.29"
"06/21/2021","06:44:08.386","295.9"
"06/21/2021","06:44:15.087","295.4"
"06/21/2021","06:44:21.786","294.87"
"06/21/2021","06:44:28.485","294.23"
"06/21/2021","06:44:35.185","293.57"
"06/21/2021","06:44:41.884","292.84"
"06/21/2021","06:44:48.584","291.99"
"06/21/2021","06:44:55.283","291.12"
"06/21/2021","06:45:01.984","290.12"
"06/21/2021","06:45:08.684","289.12"
"06/21/2021","06:45:15.383","288.06"
"06/21/2021","06:45:22.083","286.83"
"06/21/2021","06:45:28.803","285.62"
"06/21/2021","06:45:35.481","284.24"
"06/21/2021","06:45:42.182","282.87"
"06/21/2021","06:45:48.882","281.44"
"06/21/2021","06:45:55.583","279.8"
"06/21/2021","06:46:02.296","278.18"
"06/21/2021","06:46:08.981","276.34"
"06/21/2021","06:46:15.682","274.54"
"06/21/2021","06:46:22.382","272.66"
"06/21/2021","06:46:29.091","270.54"
"06/21/2021","06:46:35.785","268.48"
"06/21/2021","06:46:42.497","266.16"
"06/21/2021","06:46:49.185","263.92"
"06/21/2021","06:46:55.886","261.59"
"06/21/2021","06:47:02.586","258.94"
"06/21/2021","06:47:09.286","256.32"
"06/21/2021","06:47:15.985","253.26"
"06/21/2021","06:47:22.706","250.1"
"06/21/2021","06:47:29.384","246.57"
"06/21/2021","06:47:36.084","242.32"
"06/21/2021","06:47:42.784","237.94"
"06/21/2021","06:47:49.483","232.88"
"06/21/2021","06:47:56.186","227.91"
"06/21/2021","06:48:02.881","222.69"
"06/21/2021","06:48:09.581","216.93"
"06/21/2021","06:48:16.281","211.51"
"06/21/2021","06:48:22.981","205.64"
"06/21/2021","06:48:29.683","200.24"
"06/21/2021","06:48:36.400","194.91"
"06/21/2021","06:48:43.080","189.28"
"06/21/2021","06:48:49.780","184.21"
"06/21/2021","06:48:56.479","178.82"
"06/21/2021","06:49:03.180","174"
"06/21/2021","06:49:09.898","169.31"
"06/21/2021","06:49:16.579","164.45"
"06/21/2021","06:49:23.278","160.11"
"06/21/2021","06:49:29.981","155.61"
"06/21/2021","06:49:36.679","151.61"
"06/21/2021","06:49:43.399","147.79"
"06/21/2021","06:49:50.079","143.82"
"06/21/2021","06:49:56.779","140.31"
"06/21/2021","06:50:03.478","136.71"
"06/21/2021","06:50:10.181","133.51"
"06/21/2021","06:50:16.878","130.47"
"06/21/2021","06:50:23.595","127.37"
"06/21/2021","06:50:30.278","124.6"
"06/21/2021","06:50:36.978","121.8"
"06/21/2021","06:50:43.677","119.35"
"06/21/2021","06:50:50.376","117.01"
"06/21/2021","06:50:57.088","114.63"
"06/21/2021","06:51:03.776","112.56"
"06/21/2021","06:51:10.477","110.47"
"06/21/2021","06:51:17.177","108.65"
"06/21/2021","06:51:23.876","106.92"
"06/21/2021","06:51:30.579","105.19"
"06/21/2021","06:51:37.296","103.68"
"06/21/2021","06:51:43.976","102.18"
"06/21/2021","06:51:50.675","100.89"
"06/21/2021","06:51:57.375","99.66"
"06/21/2021","06:52:04.076","98.44"
"06/21/2021","06:52:10.789","97.39"
"06/21/2021","06:52:17.474","96.34"
"06/21/2021","06:52:24.174","95.44"
"06/21/2021","06:52:30.873","94.61"
"06/21/2021","06:52:37.572","93.79"
"06/21/2021","06:52:44.274","93.08"
"06/21/2021","06:52:50.974","92.37"
"06/21/2021","06:52:57.673","91.76"
"06/21/2021","06:53:04.373","91.2"
"06/21/2021","06:53:11.072","90.65"
"06/21/2021","06:53:17.773","90.18"
"06/21/2021","06:53:24.482","89.71"
"06/21/2021","06:53:31.172","89.31"
"06/21/2021","06:53:37.871","88.94"
"06/21/2021","06:53:44.569","88.58"
"06/21/2021","06:53:51.270","88.27"
"06/21/2021","06:53:57.975","87.96"
"06/21/2021","06:54:04.670","87.7"
"06/21/2021","06:54:11.370","87.46"
"06/21/2021","06:54:18.068","87.22"
"06/21/2021","06:54:24.769","87.01"
"06/21/2021","06:54:31.485","86.8"
